lev_dt,sl_lev_va
03/18/1977,43.42
03/19/1977,43.41
03/20/1977,43.4
03/21/1977,43.4
03/22/1977,43.4
03/23/1977,43.32
03/24/1977,43.28
03/25/1977,43.28
03/26/1977,43.25
03/27/1977,43.22
03/28/1977,43.22
03/29/1977,43.2
03/30/1977,43.17
03/31/1977,43.15
04/01/1977,43.13
04/02/1977,43.09
04/03/1977,43.07
04/04/1977,43.08
04/05/1977,43.07
04/06/1977,42.97
04/07/1977,42.94
04/08/1977,42.95
04/09/1977,42.95
04/10/1977,42.92
04/11/1977,42.9
04/12/1977,42.9
04/13/1977,42.91
04/14/1977,42.9
04/15/1977,42.87
04/16/1977,42.84
04/17/1977,42.82
04/18/1977,42.79
04/19/1977,42.77
04/20/1977,42.75
04/21/1977,42.73
04/22/1977,42.71
04/23/1977,42.7
04/24/1977,42.74
04/25/1977,42.74
04/26/1977,42.71
04/27/1977,42.65
04/28/1977,42.61
04/29/1977,42.6
04/30/1977,42.58
05/01/1977,42.57
05/02/1977,42.56
05/03/1977,42.55
05/04/1977,42.52
05/05/1977,42.5
05/06/1977,42.52
05/07/1977,42.49
05/08/1977,42.48
05/09/1977,42.48
05/10/1977,42.47
05/11/1977,42.44
05/12/1977,42.38
05/13/1977,42.38
05/14/1977,42.37
05/15/1977,42.36
05/16/1977,42.32
05/17/1977,42.28
05/18/1977,42.28
05/19/1977,42.27
05/20/1977,42.25
05/21/1977,42.23
05/22/1977,42.21
05/23/1977,42.19
05/24/1977,42.19
05/25/1977,42.17
05/26/1977,42.16
05/27/1977,42.14
05/28/1977,42.18
05/29/1977,42.14
05/30/1977,42.11
05/31/1977,42.09
06/01/1977,42.09
06/02/1977,42.07
06/03/1977,42.05
06/04/1977,42.01
06/05/1977,42.01
06/06/1977,42.02
06/07/1977,42.03
06/08/1977,42.01
06/09/1977,41.96
06/10/1977,41.94
06/11/1977,41.93
06/12/1977,41.92
06/13/1977,41.91
06/14/1977,41.87
06/15/1977,41.86
06/16/1977,41.85
06/17/1977,41.86
06/18/1977,41.84
06/19/1977,41.83
06/20/1977,41.82
06/21/1977,41.81
06/22/1977,41.79
06/23/1977,41.77
06/24/1977,41.76
06/25/1977,41.76
06/26/1977,41.75
06/27/1977,41.73
06/28/1977,41.71
06/29/1977,41.68
06/30/1977,41.66
07/01/1977,41.66
07/02/1977,41.67
07/03/1977,41.68
07/04/1977,41.67
07/05/1977,41.65
07/06/1977,41.65
07/07/1977,41.64
07/08/1977,41.62
07/09/1977,41.59
07/10/1977,41.58
07/11/1977,41.57
07/12/1977,41.56
07/13/1977,41.55
07/14/1977,41.54
07/15/1977,41.52
07/16/1977,41.51
07/17/1977,41.49
07/18/1977,41.49
07/19/1977,41.48
07/20/1977,41.47
07/21/1977,41.46
07/22/1977,41.45
07/23/1977,41.45
07/24/1977,41.45
07/25/1977,41.44
07/26/1977,41.42
07/27/1977,41.41
07/28/1977,41.38
07/29/1977,41.37
07/30/1977,41.37
07/31/1977,41.37
08/01/1977,41.37
08/02/1977,41.4
08/03/1977,41.39
08/04/1977,41.37
08/05/1977,41.36
08/06/1977,41.36
08/07/1977,41.36
08/08/1977,41.35
08/09/1977,41.35
08/10/1977,41.34
08/11/1977,41.34
08/12/1977,41.34
08/13/1977,41.34
08/14/1977,41.33
08/15/1977,41.33
08/16/1977,41.31
08/17/1977,41.3
08/18/1977,41.3
08/19/1977,41.29
08/20/1977,41.28
08/21/1977,41.29
08/22/1977,41.29
08/23/1977,41.3
08/24/1977,41.3
08/25/1977,41.28
08/26/1977,41.27
08/27/1977,41.26
08/28/1977,41.26
08/29/1977,41.26
08/30/1977,41.26
08/31/1977,41.26
09/01/1977,41.25
09/02/1977,41.25
09/03/1977,41.25
09/04/1977,41.25
09/05/1977,41.25
09/06/1977,41.25
09/07/1977,41.23
09/08/1977,41.22
09/09/1977,41.21
09/10/1977,41.19
09/11/1977,41.19
09/12/1977,41.18
09/13/1977,41.17
09/14/1977,41.17
09/15/1977,41.15
09/16/1977,41.14
09/17/1977,41.14
09/18/1977,41.14
09/19/1977,41.17
09/20/1977,41.17
09/21/1977,41.2
09/22/1977,41.24
09/23/1977,41.26
09/24/1977,41.27
09/25/1977,41.26
09/26/1977,41.25
09/27/1977,41.24
09/28/1977,41.24
09/29/1977,41.22
04/04/2002,40.21
04/05/2002,40.21
04/06/2002,40.19
04/07/2002,40.18
04/08/2002,40.17
04/09/2002,40.17
04/10/2002,40.18
04/11/2002,40.22
04/12/2002,40.22
04/13/2002,40.21
04/14/2002,40.23
04/15/2002,40.22
04/16/2002,40.21
04/17/2002,40.19
04/18/2002,40.18
04/19/2002,40.18
04/20/2002,40.19
04/21/2002,40.18
04/22/2002,40.16
04/23/2002,40.15
04/24/2002,40.12
04/25/2002,40.11
04/26/2002,40.09
04/27/2002,40.07
04/28/2002,40.07
04/29/2002,40.08
04/30/2002,40.07
05/01/2002,40.06
05/02/2002,40.03
05/03/2002,40.0
05/04/2002,39.98
05/05/2002,39.95
05/06/2002,39.95
05/07/2002,39.95
06/11/2002,39.55
06/12/2002,39.54
06/13/2002,39.53
06/14/2002,39.55
06/15/2002,39.54
06/16/2002,39.51
06/17/2002,39.54
06/18/2002,39.55
06/19/2002,39.57
06/20/2002,39.58
06/21/2002,39.61
06/22/2002,39.69
06/23/2002,39.77
06/24/2002,39.83
06/25/2002,39.87
06/26/2002,39.89
06/27/2002,39.93
06/28/2002,39.94
06/29/2002,39.95
06/30/2002,39.99
07/01/2002,40.01
07/02/2002,40.03
07/03/2002,40.06
07/04/2002,40.07
07/05/2002,40.08
07/06/2002,40.1
07/07/2002,40.1
07/08/2002,40.1
07/09/2002,40.13
07/10/2002,40.16
07/11/2002,40.17
07/12/2002,40.19
07/13/2002,40.2
07/14/2002,40.2
07/15/2002,40.21
07/16/2002,40.23
07/17/2002,40.25
07/18/2002,40.26
07/19/2002,40.28
08/03/2002,40.79
08/04/2002,40.81
08/05/2002,40.85
08/06/2002,40.89
08/07/2002,40.89
08/08/2002,40.89
08/09/2002,40.9
08/10/2002,40.91
08/11/2002,40.92
08/12/2002,40.98
08/13/2002,41.03
08/14/2002,41.07
08/15/2002,41.09
08/16/2002,41.13
08/17/2002,41.17
08/18/2002,41.21
08/19/2002,41.28
08/20/2002,41.31
08/21/2002,41.32
08/22/2002,41.33
08/23/2002,41.36
08/24/2002,41.37
08/25/2002,41.38
08/26/2002,41.41
08/27/2002,41.41
08/28/2002,41.45
08/29/2002,41.49
08/30/2002,41.62
08/31/2002,41.86
09/01/2002,41.94
09/02/2002,41.99
09/03/2002,41.99
09/04/2002,42.05
09/05/2002,42.11
09/06/2002,42.17
09/07/2002,42.17
09/08/2002,42.18
09/09/2002,42.21
09/10/2002,42.22
09/11/2002,42.22
09/12/2002,42.22
09/13/2002,42.26
09/14/2002,42.31
09/15/2002,42.37
09/16/2002,42.43
09/17/2002,42.46
09/18/2002,42.48
09/19/2002,42.49
09/20/2002,42.49
09/21/2002,42.51
09/22/2002,42.51
09/23/2002,42.51
09/24/2002,42.53
09/25/2002,42.6
09/26/2002,42.64
09/27/2002,42.62
09/28/2002,42.59
09/29/2002,42.58
09/30/2002,42.58
10/01/2002,42.57
10/02/2002,42.57
10/03/2002,42.57
10/04/2002,42.57
10/05/2002,42.55
10/06/2002,42.53
10/07/2002,42.54
10/08/2002,42.51
10/09/2002,42.48
10/10/2002,42.49
10/11/2002,42.47
10/12/2002,42.45
10/13/2002,42.45
10/14/2002,42.5
10/15/2002,42.56
10/16/2002,42.56
10/17/2002,42.53
10/18/2002,42.51
10/19/2002,42.52
10/20/2002,42.52
10/21/2002,42.52
10/22/2002,42.48
10/23/2002,42.47
10/24/2002,42.47
10/25/2002,42.46
10/26/2002,42.44
10/27/2002,42.42
10/28/2002,42.43
10/29/2002,42.44
10/30/2002,42.42
10/31/2002,42.39
11/01/2002,42.36
11/02/2002,42.34
11/03/2002,42.34
11/04/2002,42.39
11/05/2002,42.39
11/06/2002,42.38
11/07/2002,42.3
11/08/2002,42.29
11/09/2002,42.3
11/10/2002,42.29
11/11/2002,42.28
11/12/2002,42.25
11/13/2002,42.25
11/14/2002,42.22
11/15/2002,42.23
11/16/2002,42.28
11/17/2002,42.26
11/18/2002,42.16
11/19/2002,42.17
11/20/2002,42.19
11/21/2002,42.2
11/22/2002,42.17
11/23/2002,42.09
11/24/2002,42.09
11/25/2002,42.09
11/26/2002,42.08
11/27/2002,42.06
11/28/2002,42.04
11/29/2002,42.03
11/30/2002,42.04
12/01/2002,42.01
12/02/2002,41.99
12/03/2002,41.96
12/04/2002,41.95
12/05/2002,41.96
12/06/2002,41.93
12/07/2002,41.89
12/08/2002,41.9
12/09/2002,41.95
12/10/2002,41.97
12/11/2002,41.95
12/12/2002,41.95
12/13/2002,42.02
12/14/2002,42.01
12/15/2002,42.01
12/16/2002,42.02
12/17/2002,42.01
12/18/2002,42.0
12/19/2002,42.02
12/20/2002,42.04
12/21/2002,41.99
12/22/2002,42.01
12/23/2002,42.03
12/24/2002,42.13
12/25/2002,42.14
12/26/2002,42.13
12/27/2002,42.15
12/28/2002,42.16
12/29/2002,42.17
12/30/2002,42.18
12/31/2002,42.29
01/01/2003,42.36
01/02/2003,42.43
01/03/2003,42.44
01/04/2003,42.43
01/05/2003,42.45
01/06/2003,42.48
01/07/2003,42.47
01/08/2003,42.53
01/09/2003,42.56
01/10/2003,42.56
01/11/2003,42.53
01/12/2003,42.51
01/13/2003,42.56
01/14/2003,42.56
01/15/2003,42.54
01/16/2003,42.58
01/17/2003,42.6
01/18/2003,42.54
01/19/2003,42.53
01/20/2003,42.55
01/21/2003,42.57
01/22/2003,42.57
01/23/2003,42.56
01/24/2003,42.45
01/25/2003,42.47
01/26/2003,42.49
01/27/2003,42.46
01/28/2003,42.45
01/29/2003,42.47
01/30/2003,42.46
01/31/2003,42.45
02/01/2003,42.44
02/02/2003,42.41
02/03/2003,42.4
02/04/2003,42.41
02/05/2003,42.35
02/06/2003,42.37
02/07/2003,42.37
02/08/2003,42.3
02/09/2003,42.36
02/10/2003,42.38
02/11/2003,42.33
02/12/2003,42.31
02/13/2003,42.29
02/14/2003,42.31
02/15/2003,42.35
02/16/2003,42.41
02/17/2003,42.43
02/18/2003,42.44
02/19/2003,42.44
02/20/2003,42.43
02/21/2003,42.45
02/22/2003,42.49
02/23/2003,42.46
02/24/2003,42.4
02/25/2003,42.45
02/26/2003,42.5
02/27/2003,42.52
02/28/2003,42.49
03/01/2003,42.54
03/02/2003,42.58
03/03/2003,42.61
03/04/2003,42.76
03/05/2003,42.84
03/06/2003,42.9
03/07/2003,42.94
03/08/2003,42.98
03/09/2003,43.11
03/10/2003,43.22
03/11/2003,43.27
03/12/2003,43.32
03/13/2003,43.37
03/14/2003,43.4
03/15/2003,43.44
03/16/2003,43.46
03/17/2003,43.53
03/18/2003,43.52
03/19/2003,43.51
03/20/2003,43.51
03/21/2003,43.51
03/22/2003,43.51
03/23/2003,43.54
03/24/2003,43.55
03/25/2003,43.54
03/26/2003,43.57
03/27/2003,43.63
03/28/2003,43.68
03/29/2003,43.72
03/30/2003,43.75
03/31/2003,43.67
04/01/2003,43.69
04/02/2003,43.71
04/03/2003,43.71
04/04/2003,43.73
04/05/2003,43.7
04/06/2003,43.67
04/07/2003,43.66
04/08/2003,43.67
04/09/2003,43.69
04/10/2003,43.68
04/11/2003,43.66
04/12/2003,43.62
04/13/2003,43.58
04/14/2003,43.54
04/15/2003,43.56
04/16/2003,43.57
04/17/2003,43.57
04/18/2003,43.55
04/19/2003,43.51
04/20/2003,43.49
04/21/2003,43.51
04/22/2003,43.51
04/23/2003,43.47
04/24/2003,43.44
04/25/2003,43.48
04/26/2003,43.47
04/27/2003,43.41
04/28/2003,43.36
04/29/2003,43.35
04/30/2003,43.33
05/01/2003,43.33
05/02/2003,43.31
05/03/2003,43.26
05/04/2003,43.22
05/05/2003,43.21
05/06/2003,43.17
05/07/2003,43.15
05/08/2003,43.14
05/09/2003,43.1
05/10/2003,43.09
05/11/2003,43.07
05/12/2003,43.04
05/13/2003,43.02
05/14/2003,43.0
05/15/2003,42.97
05/16/2003,42.94
05/17/2003,42.91
05/18/2003,42.92
05/19/2003,42.94
05/20/2003,42.92
05/21/2003,42.92
05/22/2003,42.94
05/23/2003,42.95
05/24/2003,42.94
05/25/2003,42.93
05/26/2003,42.89
05/27/2003,42.88
05/28/2003,42.86
05/29/2003,42.85
05/30/2003,42.83
05/31/2003,42.79
06/01/2003,42.77
06/02/2003,42.75
06/03/2003,42.72
06/04/2003,42.74
06/05/2003,42.75
06/06/2003,42.75
06/07/2003,42.74
06/08/2003,42.73
06/09/2003,42.73
06/10/2003,42.72
06/11/2003,42.73
06/12/2003,42.77
06/13/2003,42.76
06/14/2003,42.75
06/15/2003,42.75
06/16/2003,42.74
06/17/2003,42.74
06/18/2003,42.78
06/19/2003,42.78
06/20/2003,42.86
06/21/2003,42.89
06/22/2003,42.93
06/23/2003,42.96
06/24/2003,42.98
06/25/2003,43.01
06/26/2003,43.04
06/27/2003,43.07
06/28/2003,43.06
06/29/2003,43.11
06/30/2003,43.15
07/01/2003,43.18
07/02/2003,43.2
07/03/2003,43.19
07/04/2003,43.19
07/05/2003,43.22
07/06/2003,43.23
07/07/2003,43.22
07/08/2003,43.22
07/09/2003,43.22
07/10/2003,43.2
07/11/2003,43.18
07/12/2003,43.25
07/13/2003,43.32
07/14/2003,43.41
07/15/2003,43.49
07/16/2003,43.54
07/17/2003,43.6
07/18/2003,43.62
07/19/2003,43.63
07/20/2003,43.63
07/21/2003,43.63
07/22/2003,43.61
07/23/2003,43.6
07/24/2003,43.59
07/25/2003,43.58
07/26/2003,43.61
07/27/2003,43.64
07/28/2003,43.67
07/29/2003,43.7
07/30/2003,43.7
07/31/2003,43.7
08/01/2003,43.74
08/02/2003,43.77
08/03/2003,43.83
08/04/2003,43.85
08/05/2003,43.88
08/06/2003,43.95
08/07/2003,43.97
08/08/2003,44.01
08/09/2003,44.03
08/10/2003,44.05
08/11/2003,44.06
08/12/2003,44.05
08/13/2003,44.03
08/14/2003,44.04
08/15/2003,44.06
08/16/2003,44.1
08/17/2003,44.11
08/18/2003,44.1
08/19/2003,44.09
08/20/2003,44.14
08/21/2003,44.16
08/22/2003,44.19
08/23/2003,44.22
08/24/2003,44.23
08/25/2003,44.23
08/26/2003,44.25
08/27/2003,44.26
08/28/2003,44.26
08/29/2003,44.26
08/30/2003,44.27
08/31/2003,44.27
09/01/2003,44.29
09/02/2003,44.31
09/03/2003,44.32
09/04/2003,44.34
09/05/2003,44.37
09/06/2003,44.36
09/07/2003,44.35
09/08/2003,44.34
09/09/2003,44.33
09/10/2003,44.31
09/11/2003,44.3
09/12/2003,44.27
09/13/2003,44.23
09/14/2003,44.19
09/15/2003,44.18
09/16/2003,43.95
09/17/2003,43.93
09/18/2003,43.91
09/19/2003,43.86
09/20/2003,43.84
09/21/2003,43.82
09/22/2003,43.81
09/23/2003,43.8
09/24/2003,43.78
09/25/2003,43.77
09/26/2003,43.82
09/27/2003,43.82
09/28/2003,43.8
09/29/2003,43.76
09/30/2003,43.73
10/01/2003,43.75
10/02/2003,43.75
10/03/2003,43.74
10/04/2003,43.74
10/05/2003,43.72
10/06/2003,43.71
10/07/2003,43.69
10/08/2003,43.69
10/09/2003,43.71
10/10/2003,43.71
10/11/2003,43.71
10/12/2003,43.74
10/13/2003,43.77
10/14/2003,43.77
10/15/2003,43.72
10/16/2003,43.69
10/17/2003,43.71
10/18/2003,43.71
10/19/2003,43.69
10/20/2003,43.66
10/21/2003,43.69
10/22/2003,43.7
10/23/2003,43.67
10/24/2003,43.6
10/25/2003,43.56
10/26/2003,43.59
10/27/2003,43.6
10/28/2003,43.62
10/29/2003,43.59
10/30/2003,43.51
10/31/2003,43.51
11/01/2003,43.51
11/02/2003,43.52
11/03/2003,43.52
11/04/2003,43.49
11/05/2003,43.47
11/06/2003,43.45
11/07/2003,43.44
11/08/2003,43.42
11/09/2003,43.39
11/10/2003,43.39
11/11/2003,43.38
11/12/2003,43.37
11/13/2003,43.35
11/14/2003,43.32
11/15/2003,43.31
11/16/2003,43.29
11/17/2003,43.28
11/18/2003,43.3
11/19/2003,43.32
11/20/2003,43.26
11/21/2003,43.22
11/22/2003,43.2
11/23/2003,43.19
11/24/2003,43.19
11/25/2003,43.16
11/26/2003,43.13
11/27/2003,43.1
11/28/2003,43.13
11/29/2003,43.06
11/30/2003,43.06
12/01/2003,43.04
12/02/2003,43.02
12/03/2003,43.02
12/04/2003,43.03
12/05/2003,43.03
12/06/2003,42.98
12/07/2003,42.96
12/08/2003,42.94
12/09/2003,42.93
12/10/2003,42.99
12/11/2003,42.91
12/12/2003,42.87
12/13/2003,42.88
12/14/2003,42.91
12/15/2003,42.83
12/16/2003,42.86
12/17/2003,42.87
12/18/2003,42.83
12/19/2003,42.81
12/20/2003,42.78
12/21/2003,42.73
12/22/2003,42.76
12/23/2003,42.79
12/24/2003,42.78
12/25/2003,42.7
12/26/2003,42.68
12/27/2003,42.67
12/28/2003,42.65
12/29/2003,42.66
12/30/2003,42.63
12/31/2003,42.6
01/01/2004,42.58
01/02/2004,42.59
01/03/2004,42.59
01/04/2004,42.58
01/05/2004,42.57
01/06/2004,42.54
01/07/2004,42.48
01/08/2004,42.5
01/09/2004,42.53
01/10/2004,42.48
01/11/2004,42.41
01/12/2004,42.41
01/13/2004,42.42
01/14/2004,42.44
01/15/2004,42.42
01/16/2004,42.39
01/17/2004,42.38
01/18/2004,42.42
01/19/2004,42.39
01/20/2004,42.33
01/21/2004,42.32
01/22/2004,42.31
01/23/2004,42.29
01/24/2004,42.29
01/25/2004,42.29
01/26/2004,42.28
01/27/2004,42.28
01/28/2004,42.22
01/29/2004,42.22
01/30/2004,42.25
01/31/2004,42.22
02/01/2004,42.25
02/02/2004,42.22
02/03/2004,42.2
02/04/2004,42.18
02/05/2004,42.18
02/06/2004,42.2
02/07/2004,42.17
02/08/2004,42.1
02/09/2004,42.11
02/10/2004,42.15
02/11/2004,42.15
02/12/2004,42.14
02/13/2004,42.11
02/14/2004,42.15
02/15/2004,42.15
02/16/2004,42.07
02/17/2004,42.07
02/18/2004,42.07
02/19/2004,42.08
02/20/2004,42.08
02/21/2004,42.07
02/22/2004,42.02
02/23/2004,42.04
02/24/2004,42.12
02/25/2004,42.25
02/26/2004,42.3
02/27/2004,42.3
02/28/2004,42.29
02/29/2004,42.29
03/01/2004,42.3
03/02/2004,42.27
03/03/2004,42.25
03/04/2004,42.25
03/05/2004,42.23
03/06/2004,42.22
03/07/2004,42.23
03/08/2004,42.22
03/09/2004,42.23
03/10/2004,42.19
03/11/2004,42.16
03/12/2004,42.16
03/13/2004,42.15
03/14/2004,42.13
03/15/2004,42.22
03/16/2004,42.32
03/17/2004,42.36
03/18/2004,42.39
03/19/2004,42.41
03/20/2004,42.42
03/21/2004,42.47
03/22/2004,42.43
03/23/2004,42.39
03/24/2004,42.36
03/25/2004,42.35
03/26/2004,42.35
03/27/2004,42.35
03/28/2004,42.35
03/29/2004,42.35
03/30/2004,42.34
03/31/2004,42.35
04/01/2004,42.33
04/02/2004,42.32
04/03/2004,42.3
04/04/2004,42.29
04/05/2004,42.25
04/06/2004,42.25
04/07/2004,42.25
04/08/2004,42.25
04/09/2004,42.23
04/10/2004,42.22
04/11/2004,42.26
04/12/2004,42.25
04/13/2004,42.24
04/14/2004,42.19
04/15/2004,42.16
04/16/2004,42.13
04/17/2004,42.11
04/18/2004,42.1
04/19/2004,42.13
04/20/2004,42.14
04/21/2004,42.11
04/22/2004,42.08
04/23/2004,42.06
04/24/2004,42.04
04/25/2004,42.03
04/26/2004,42.03
04/27/2004,42.04
04/28/2004,41.98
04/29/2004,41.94
04/30/2004,41.98
05/01/2004,42.0
05/02/2004,42.0
05/03/2004,42.04
05/04/2004,42.04
05/05/2004,42.05
05/06/2004,42.03
05/07/2004,42.01
05/08/2004,41.99
05/09/2004,41.97
05/10/2004,41.95
05/11/2004,41.94
05/12/2004,41.94
05/13/2004,41.92
05/14/2004,41.91
05/15/2004,41.89
05/16/2004,41.89
05/17/2004,41.9
05/18/2004,41.9
05/19/2004,41.88
05/20/2004,41.85
05/21/2004,41.85
05/22/2004,41.84
05/23/2004,41.82
05/24/2004,41.79
05/25/2004,41.79
05/26/2004,41.77
05/27/2004,41.75
05/28/2004,41.74
05/29/2004,41.71
05/30/2004,41.7
05/31/2004,41.68
06/01/2004,41.68
06/02/2004,41.65
06/03/2004,41.63
06/04/2004,41.65
06/05/2004,41.66
06/06/2004,41.64
06/07/2004,41.63
06/08/2004,41.62
06/09/2004,41.62
06/10/2004,41.65
06/11/2004,41.65
06/12/2004,41.64
06/13/2004,41.73
06/14/2004,41.77
06/15/2004,41.78
06/16/2004,41.81
06/17/2004,41.81
06/18/2004,41.8
06/19/2004,41.79
06/20/2004,41.79
06/21/2004,41.79
06/22/2004,41.77
06/23/2004,41.77
06/24/2004,41.77
06/25/2004,41.78
06/26/2004,41.79
06/27/2004,41.81
06/28/2004,41.82
06/29/2004,41.83
06/30/2004,41.82
07/01/2004,41.82
07/02/2004,41.81
07/03/2004,41.81
07/04/2004,41.8
07/05/2004,41.81
07/06/2004,41.81
07/07/2004,41.81
07/08/2004,41.81
07/09/2004,41.8
07/10/2004,41.8
07/11/2004,41.81
07/12/2004,41.84
07/13/2004,41.84
07/14/2004,41.84
07/15/2004,41.84
07/16/2004,41.84
07/17/2004,41.85
07/18/2004,41.85
07/19/2004,41.86
07/20/2004,41.85
07/21/2004,41.84
07/22/2004,41.84
07/23/2004,41.83
07/24/2004,41.83
07/25/2004,41.82
07/26/2004,41.88
07/27/2004,41.92
07/28/2004,41.94
07/29/2004,41.97
07/30/2004,41.96
07/31/2004,41.95
08/01/2004,41.96
08/02/2004,41.98
08/03/2004,41.97
08/04/2004,41.96
08/05/2004,41.97
08/06/2004,41.97
08/07/2004,41.96
08/08/2004,41.94
08/09/2004,41.97
08/10/2004,41.99
08/11/2004,42.01
08/12/2004,42.02
08/13/2004,42.07
08/14/2004,42.04
08/15/2004,42.05
08/16/2004,42.05
08/17/2004,42.06
08/18/2004,42.06
08/19/2004,42.05
08/20/2004,42.1
08/21/2004,42.11
08/22/2004,42.12
08/23/2004,42.14
08/24/2004,42.15
08/25/2004,42.2
08/26/2004,42.18
08/27/2004,42.2
08/28/2004,42.24
08/29/2004,42.23
08/30/2004,42.21
08/31/2004,42.21
09/01/2004,42.2
09/02/2004,42.23
09/03/2004,42.26
09/04/2004,42.35
09/05/2004,42.58
09/06/2004,43.01
09/07/2004,43.63
09/08/2004,43.94
09/09/2004,44.11
09/10/2004,44.23
09/11/2004,44.33
09/12/2004,44.41
09/13/2004,44.49
09/14/2004,44.58
09/15/2004,44.66
09/16/2004,44.72
09/17/2004,44.74
09/18/2004,44.76
09/19/2004,44.76
09/20/2004,44.8
09/21/2004,44.82
09/22/2004,44.83
09/23/2004,44.84
09/24/2004,44.87
09/25/2004,44.93
09/26/2004,45.26
09/27/2004,45.51
09/28/2004,45.72
09/29/2004,45.86
09/30/2004,45.95
10/01/2004,46.01
10/02/2004,46.09
10/03/2004,46.17
10/04/2004,46.21
10/05/2004,46.23
10/06/2004,46.23
10/07/2004,46.25
10/08/2004,46.3
10/09/2004,46.34
10/10/2004,46.34
10/11/2004,46.34
10/12/2004,46.36
10/13/2004,46.36
10/14/2004,46.34
10/15/2004,46.36
10/16/2004,46.27
10/17/2004,46.25
10/18/2004,46.24
10/19/2004,46.25
10/20/2004,46.27
10/21/2004,46.28
10/22/2004,46.27
10/23/2004,46.26
10/24/2004,46.25
10/25/2004,46.24
10/26/2004,46.21
10/27/2004,46.19
10/28/2004,46.17
10/29/2004,46.16
10/30/2004,46.15
10/31/2004,46.12
11/01/2004,46.11
11/02/2004,46.08
11/03/2004,46.06
11/04/2004,46.06
11/05/2004,46.04
11/06/2004,45.99
11/07/2004,45.97
11/08/2004,45.96
11/09/2004,45.92
11/10/2004,45.87
11/11/2004,45.87
11/12/2004,45.87
11/13/2004,45.83
11/14/2004,45.74
11/15/2004,45.71
11/16/2004,45.72
11/17/2004,45.72
11/18/2004,45.71
11/19/2004,45.69
11/20/2004,45.66
11/21/2004,45.62
11/22/2004,45.62
11/23/2004,45.61
11/24/2004,45.61
11/25/2004,45.66
11/26/2004,45.53
11/27/2004,45.59
11/28/2004,45.54
11/29/2004,45.48
11/30/2004,45.47
12/01/2004,45.45
12/02/2004,45.43
12/03/2004,45.4
12/04/2004,45.37
12/05/2004,45.34
12/06/2004,45.33
12/07/2004,45.32
12/08/2004,45.3
12/09/2004,45.28
12/10/2004,45.29
12/11/2004,45.26
12/12/2004,45.18
12/13/2004,45.16
12/14/2004,45.11
12/15/2004,45.06
12/16/2004,45.07
12/17/2004,45.09
12/18/2004,45.09
12/19/2004,45.09
12/20/2004,45.02
12/21/2004,44.98
12/22/2004,45.0
12/23/2004,45.0
12/24/2004,44.97
12/25/2004,44.98
12/26/2004,45.02
12/27/2004,44.86
12/28/2004,44.83
12/29/2004,44.84
12/30/2004,44.83
12/31/2004,44.81
01/01/2005,44.79
01/02/2005,44.77
01/03/2005,44.76
01/04/2005,44.76
01/05/2005,44.76
01/06/2005,44.75
01/07/2005,44.7
01/08/2005,44.67
01/09/2005,44.63
01/10/2005,44.63
01/11/2005,44.61
01/12/2005,44.59
01/13/2005,44.58
01/14/2005,44.57
01/15/2005,44.52
01/16/2005,44.53
01/17/2005,44.51
01/18/2005,44.49
01/19/2005,44.53
01/20/2005,44.54
01/21/2005,44.51
01/22/2005,44.47
01/23/2005,44.47
01/24/2005,44.33
01/25/2005,44.29
01/26/2005,44.29
01/27/2005,44.25
01/28/2005,44.2
01/29/2005,44.22
01/30/2005,44.22
01/31/2005,44.16
02/01/2005,44.14
02/02/2005,44.12
02/03/2005,44.15
02/04/2005,44.1
02/05/2005,44.07
02/06/2005,44.06
02/07/2005,44.06
02/08/2005,44.05
02/09/2005,44.04
02/10/2005,44.03
02/11/2005,43.96
02/12/2005,43.94
02/13/2005,43.92
02/14/2005,43.91
02/15/2005,43.89
02/16/2005,43.9
02/17/2005,43.88
02/18/2005,43.83
02/19/2005,43.78
02/20/2005,43.79
02/21/2005,43.8
02/22/2005,43.79
02/23/2005,43.78
02/24/2005,43.77
02/25/2005,43.76
02/26/2005,43.72
02/27/2005,43.85
02/28/2005,43.76
03/01/2005,43.69
03/02/2005,43.65
03/03/2005,43.66
03/04/2005,43.67
03/05/2005,43.67
03/06/2005,43.64
03/07/2005,43.68
03/08/2005,43.77
03/09/2005,43.68
03/10/2005,43.67
03/11/2005,43.65
03/12/2005,43.6
03/13/2005,43.59
03/14/2005,43.58
03/15/2005,43.57
03/16/2005,43.6
03/17/2005,43.58
03/18/2005,43.54
03/19/2005,43.52
03/20/2005,43.51
03/21/2005,43.51
03/22/2005,43.54
03/23/2005,43.54
03/24/2005,43.52
03/25/2005,43.6
03/26/2005,43.66
03/27/2005,43.74
03/28/2005,43.77
03/29/2005,43.78
03/30/2005,43.78
03/31/2005,43.8
04/01/2005,43.84
04/02/2005,43.96
04/03/2005,43.92
04/04/2005,43.96
04/05/2005,43.97
04/06/2005,44.0
04/07/2005,44.12
04/08/2005,44.12
04/09/2005,44.11
04/10/2005,44.1
04/11/2005,44.13
04/12/2005,44.16
04/13/2005,44.17
04/14/2005,44.12
04/15/2005,44.08
04/16/2005,44.04
04/17/2005,44.05
04/18/2005,44.07
04/19/2005,44.08
04/20/2005,44.08
04/21/2005,44.08
04/22/2005,44.08
04/23/2005,44.11
04/24/2005,44.06
04/25/2005,44.03
04/26/2005,44.06
04/27/2005,44.04
04/28/2005,44.01
04/29/2005,44.01
04/30/2005,44.02
