clean_text$retweets$favorites$sento_anal
How much faster is a Tesla P85D than a regular P85? A lot, if this video is any indication: The Tesla Model S ... $0.0$1.0$0.4194386601448059
At   '14 w/ Pinnacle Series, Shades ...$0.0$0.0$0.5546936392784119
'Torque Sleep' Will Help Your Tesla Model S Go Further  illhelpyourteslamodelsgofurther1676871223 …$0.0$0.0$0.5323099493980408
Elon Musk promises automatic ‘solid metal snake’ chargers for the Model S $0.0$0.0$0.5248554944992065
Elon Musk promises automatic ‘solid metal snake’ chargers for the Tesla Model S : We don’t know what... $0.0$0.0$0.38151615858078003
"Watch The New Tesla Model S P85D Destroy The Old P85 In A Drag Race | TechCrunch"" good read  chthenewteslamodelsp85ddestroytheoldp85inadragrace/?ncid=rss …"""$0.0$0.0$0.4236442446708679
TID Inno Update Elon Musk promises automatic ‘solid metal snake’ chargers for the Tesla Model S $0.0$0.0$0.4195375442504883
Elon Musk promises automatic ‘solid metal snake’ chargers for the Tesla Model S $0.0$0.0$0.4195375442504883
TNW: Elon Musk promises automatic ‘solid metal snake’ chargers for the Tesla Model S $0.0$0.0$0.4195375442504883
Elon Musk promises automatic ‘solid metal snake’ chargers for the Tesla Model S $0.0$0.0$0.4195375442504883
Elon Musk promises automatic ‘solid metal snake’ chargers for the Tesla Model S $0.0$0.0$0.4195375442504883
New Tesla 'D' dusts old Tesla in drag race: The new Tesla Model S P85D with dual battery motors, allwh... $0.0$0.0$0.42536717653274536
Elon Musk promises automatic ‘solid metal snake’ chargers for the Tesla Model S  via$0.0$0.0$0.4892522692680359
TheNextWeb ▸ Elon Musk promises automatic ‘solid metal snake’ chargers for the Tesla Model S  TNW$0.0$0.0$0.394553542137146
First Owner Fatality Confirmed In Tesla Model S $0.0$0.0$0.4485607147216797
Tesla Model S P85D Shows Its True Torque On The Dyno $0.0$0.0$0.43064892292022705
Elon Musk promises automatic ‘solid metal snake’ chargers for the Tesla Model S  via The Next Web Feed$0.0$0.0$0.5624085664749146
Elon Musk promises automatic ‘solid metal snake’ chargers for the Tesla Model S $0.0$0.0$0.4195375442504883
Elon Musk promises automatic ‘solid metal snake’ chargers for the Tesla Model S  (via )$0.0$0.0$0.4892522692680359
First Owner Fatality Confirmed In Tesla Model S $0.0$0.0$0.4485607147216797
Tesla Model S P85D Shows Its True Torque On The Dyno $0.0$0.0$0.43064892292022705
 Tesla Model S P85D Shows Its True Torque On The Dyno$0.0$0.0$0.43064892292022705
Tesla Model S P85D Shows Its True Torque On The Dyno  The Tesla Model S P85D has already promised monster horsepo... $0.0$0.0$0.49021777510643005
Elon Musk promises automatic ‘solid metal snake’ chargers for the Tesla Model S $0.0$0.0$0.4195375442504883
Elon Musk promises automatic ‘solid metal snake’ chargers for the Tesla Model S $0.0$0.0$0.4195375442504883
Elon Musk promises automatic ‘solid metal snake’ chargers for the Tesla Model S $0.0$0.0$0.4195375442504883
Elon Musk promises automatic ‘solid metal snake’ chargers for the Tesla Model S $0.0$1.0$0.4195375442504883
Elon Musk promises automatic ‘solid metal snake’ chargers for the Tesla Model S $0.0$0.0$0.4195375442504883
Tesla Model S P85D Shows Its True Torque On The Dyno $0.0$0.0$0.43064892292022705
Model S P85D Shows Its True Torque On The Dyno $1.0$1.0$0.43016350269317627
Tesla Model S Range Figures, P85D Top Speed Improvements Get Confirmed $0.0$0.0$0.6800346374511719
From very illegal to ridiculously illegal: Tesla Model S top speed to hit mph after upgrade  /30/teslamodelstopspeedtohit155mphafterupgrade/ …$0.0$0.0$0.6105615496635437
Elon Musk promises automatic ‘solid metal snake’ chargers for the Tesla Model S  $0.0$0.0$0.4195375442504883
Elon Musk promises automatic ‘solid metal snake’ chargers for the Tesla Model S  $0.0$0.0$0.4195375442504883
How its Made presents the Tesla Model S $0.0$0.0$0.4217190146446228
How its Made presents the Tesla Model S $0.0$0.0$0.4217190146446228
How its Made presents the Tesla Model S $0.0$0.0$0.4217190146446228
Elon Musk promises automatic ‘solid metal snake’ chargers for the Tesla Model S : We don’t know what Elon Musk’... $0.0$0.0$0.4195977449417114
Elon Musk promises automatic ‘solid metal snake’ chargers for the Tesla Model S $0.0$0.0$0.4195375442504883
Elon Musk promises automatic ‘solid metal snake’ chargers for the Tesla Model S $0.0$0.0$0.4195375442504883
Elon Musk promises automatic ‘solid metal snake’ chargers for the Tesla Model S $0.0$0.0$0.4195375442504883
Elon Musk promises automatic ‘solid metal snake’ chargers for the Tesla Model S $0.0$0.0$0.4195375442504883
WATCH: The New Tesla Model S Dusts the Old One in SuperQuiet Drag Race  thenewteslamodelsduststheoldoneinsuperquietdragrace.html …$0.0$0.0$0.48902469873428345
Elon Musk promises automatic ‘solid metal snake’ chargers for the Tesla Model S $0.0$0.0$0.4195375442504883
Tesla Model S Range Figures, P85D Top Speed Improvements Get Confirmed  Modern Readers: Modern ReadersTesla M... $0.0$0.0$0.4573979377746582
Tesla Model S Range Figures, P85D Top Speed Improvements Get Confirmed  Modern Readers: Modern ReadersTesla M... $0.0$0.0$0.4573979377746582
Tesla Model S Range Figures, P85D Top Speed Improvements Get Confirmed  Modern Readers: Modern ReadersTesla M... $0.0$0.0$0.4573979377746582
Tesla Model S Range Figures, P85D Top Speed Improvements Get Confirmed  Modern Readers: Modern ReadersTesla M... $0.0$0.0$0.4573979377746582
Elon Musk promises automatic ‘solid metal snake’ chargers for the Tesla Model S $0.0$0.0$0.4195375442504883
Tesla Model S P85D (691HP) vs P85 (415HP) Heads up Drag Racing from a Stop:  via$0.0$0.0$0.5773587226867676
Elon Musk promises automatic ‘solid metal snake’ chargers for the Tesla Model S $0.0$0.0$0.4195375442504883
Lamborghini Aventador and Tesla Model S P85D line up for a drag race $0.0$0.0$0.39398330450057983
Lamborghini Aventador and Tesla Model S P85D line up for a drag race $0.0$0.0$0.39398330450057983
Elon Musk promises automatic ‘solid metal snake’ chargers for the Tesla Model S $0.0$0.0$0.4195375442504883
Elon Musk promises automatic ‘solid metal snake’ chargers for the Tesla Model S  thenextweb.com$0.0$0.0$0.394553542137146
Elon Musk promises automatic ‘solid metal snake’ chargers for the Tesla Model S $0.0$0.0$0.4195375442504883
Elon Musk promises automatic ‘solid metal snake’ chargers for the Tesla Model S $0.0$0.0$0.4195375442504883
Elon Musk promises automatic ‘solid metal snake’ chargers for the Tesla Model S $0.0$0.0$0.4195375442504883
Elon Musk promises automatic ‘solid metal snake’ chargers for the Tesla Model S : We don’t know what Elon Musk’... $1.0$1.0$0.4195977449417114
Elon Musk promises automatic ‘solid metal snake’ chargers for the Tesla Model S : We don’t know what... $0.0$0.0$0.38151615858078003
Elon Musk promises automatic ‘solid metal snake’ chargers for the Tesla Model S : We don’t know what Elon Musk’s New… $0.0$0.0$0.3266269862651825
promises automatic ‘solid metal snake’ chargers for the Model S $0.0$0.0$0.5245647430419922
Elon Musk promises automatic ‘solid metal snake’ chargers for the Tesla Model S $0.0$0.0$0.4195374846458435
Elon Musk promises automatic ‘solid metal snake’ chargers for the Tesla Model S  $0.0$0.0$0.4195374846458435
