sl_lev_va,date,PRECIPITATION,MAX_TEMP,MIN_TEMP,MEAN_TEMP
42.19,1972-11-01,0.0,85.0,60.0,72.5
42.19,1972-11-02,0.0,88.0,60.0,74.0
42.19,1972-11-03,0.0,89.0,66.0,77.5
42.18,1972-11-04,0.0,84.0,67.0,75.5
42.16,1972-11-05,0.0,87.0,63.0,75.0
42.17,1972-11-06,1.16,82.0,68.0,75.0
42.19,1972-11-07,0.25,78.0,69.0,73.5
42.19,1972-11-08,0.0,76.0,64.0,70.0
42.15,1972-11-09,0.0,77.0,41.0,59.0
42.13,1972-11-10,0.0,83.0,50.0,66.5
42.13,1972-11-11,0.0,85.0,59.0,72.0
42.11,1972-11-12,0.0,84.0,63.0,73.5
42.11,1972-11-13,0.03,86.0,63.0,74.5
42.15,1972-11-14,1.2,81.0,66.0,73.5
42.13,1972-11-15,0.0,76.0,53.0,64.5
42.1,1972-11-16,0.0,72.0,47.0,59.5
42.08,1972-11-17,0.0,63.0,42.0,52.5
42.06,1972-11-18,0.0,73.0,37.0,55.0
42.1,1972-11-19,0.84,71.0,56.0,63.5
42.08,1972-11-20,0.05,71.0,62.0,66.5
42.04,1972-11-21,0.0,66.0,40.0,53.0
42.03,1972-11-22,0.0,59.0,47.0,53.0
42.01,1972-11-23,0.0,60.0,40.0,50.0
42.01,1972-11-24,0.0,63.0,42.0,52.5
42.14,1972-11-25,2.0,68.0,52.0,60.0
42.13,1972-11-26,0.03,68.0,55.0,61.5
42.05,1972-11-27,0.0,69.0,37.0,53.0
42.03,1972-11-28,0.13,77.0,44.0,60.5
42.06,1972-11-29,0.54,72.0,64.0,68.0
42.11,1972-11-30,0.23,71.0,52.0,61.5
42.06,1972-12-01,0.01,68.0,46.0,57.0
42.04,1972-12-02,0.0,67.0,33.0,50.0
42.05,1972-12-03,0.1,66.0,54.0,60.0
42.06,1972-12-04,0.0,77.0,53.0,65.0
42.06,1972-12-05,0.06,78.0,52.0,65.0
42.05,1972-12-06,0.0,83.0,64.0,73.5
42.02,1972-12-07,0.02,81.0,68.0,74.5
42.02,1972-12-08,0.0,85.0,66.0,75.5
42.01,1972-12-09,0.0,86.0,59.0,72.5
42.01,1972-12-10,0.0,85.0,56.0,70.5
42.01,1972-12-11,0.0,83.0,54.0,68.5
42.01,1972-12-12,0.0,83.0,54.0,68.5
42.01,1972-12-13,0.0,85.0,59.0,72.0
42.01,1972-12-14,0.01,84.0,60.0,72.0
42.03,1972-12-15,0.02,81.0,71.0,76.0
41.99,1972-12-16,0.0,77.0,45.0,61.0
41.92,1972-12-17,0.0,49.0,32.0,40.5
41.95,1972-12-18,0.0,65.0,35.0,50.0
41.98,1972-12-19,0.0,74.0,41.0,57.5
42.0,1972-12-20,0.0,77.0,51.0,64.0
42.14,1972-12-21,3.49,75.0,58.0,66.5
42.14,1972-12-22,0.0,76.0,61.0,68.5
42.13,1972-12-23,0.0,71.0,54.0,62.5
42.14,1972-12-24,0.02,71.0,37.0,54.0
42.15,1972-12-25,0.22,69.0,54.0,61.5
42.17,1972-12-26,0.0,60.0,38.0,49.0
42.16,1972-12-27,0.0,58.0,37.0,47.5
42.15,1972-12-28,0.0,66.0,30.0,48.0
42.16,1972-12-29,0.0,74.0,34.0,54.0
42.18,1972-12-30,0.0,79.0,48.0,63.5
42.19,1972-12-31,0.0,77.0,57.0,67.0
42.19,1973-01-01,0.07,81.0,62.0,71.5
42.18,1973-01-02,0.0,83.0,55.0,69.0
42.19,1973-01-03,0.0,84.0,63.0,73.5
42.18,1973-01-04,0.0,81.0,62.0,71.5
42.2,1973-01-05,0.0,82.0,66.0,74.0
42.19,1973-01-06,0.0,79.0,59.0,69.0
42.19,1973-01-07,0.03,74.0,59.0,66.5
42.21,1973-01-08,0.04,79.0,56.0,67.5
42.17,1973-01-09,0.0,72.0,36.0,54.0
42.21,1973-01-10,1.06,46.0,40.0,43.0
42.25,1973-01-11,0.45,50.0,41.0,45.5
42.26,1973-01-12,0.05,48.0,40.0,44.0
42.22,1973-01-13,0.0,53.0,30.0,41.5
42.24,1973-01-14,0.0,61.0,22.0,41.5
42.26,1973-01-15,0.0,68.0,31.0,49.5
42.21,1973-01-16,0.0,70.0,34.0,52.0
42.24,1973-01-17,0.0,74.0,40.0,57.0
42.26,1973-01-18,0.0,78.0,44.0,61.0
42.28,1973-01-19,0.0,77.0,44.0,60.5
42.24,1973-01-20,0.0,73.0,37.0,55.0
42.25,1973-01-21,0.0,75.0,43.0,59.0
42.26,1973-01-22,1.02,77.0,66.0,71.5
42.38,1973-01-23,0.01,75.0,46.0,60.5
42.43,1973-01-24,0.0,67.0,52.0,59.5
42.43,1973-01-25,0.0,66.0,41.0,53.5
42.42,1973-01-26,0.38,79.0,48.0,63.5
42.4,1973-01-27,0.0,74.0,57.0,65.5
42.41,1973-01-28,1.24,71.0,57.0,64.0
42.38,1973-01-29,0.0,62.0,41.0,51.5
42.55,1973-01-30,0.0,56.0,25.0,40.5
42.68,1973-01-31,0.0,70.0,28.0,49.0
42.76,1973-02-01,0.0,74.0,51.0,62.5
42.82,1973-02-02,0.57,77.0,64.0,70.5
42.82,1973-02-03,0.0,64.0,46.0,55.0
42.81,1973-02-04,0.0,65.0,37.0,51.0
42.82,1973-02-05,0.0,72.0,32.0,52.0
42.82,1973-02-06,0.0,72.0,37.0,54.5
42.84,1973-02-07,0.0,75.0,44.0,59.5
42.86,1973-02-08,0.0,75.0,49.0,62.0
42.94,1973-02-09,0.77,77.0,49.0,63.0
42.96,1973-02-10,0.02,60.0,33.0,46.5
42.84,1973-02-11,0.0,50.0,31.0,40.5
42.85,1973-02-12,0.0,58.0,26.0,42.0
42.87,1973-02-13,0.0,73.0,38.0,55.5
42.91,1973-02-14,0.0,80.0,52.0,66.0
42.91,1973-02-15,0.64,76.0,58.0,67.0
42.88,1973-02-16,0.0,66.0,38.0,52.0
42.86,1973-02-17,0.0,55.0,31.0,43.0
42.88,1973-02-18,0.04,53.0,40.0,46.5
42.87,1973-02-19,0.03,58.0,46.0,52.0
42.87,1973-02-20,0.0,65.0,41.0,53.0
42.87,1973-02-21,0.0,63.0,38.0,50.5
42.89,1973-02-22,0.0,67.0,38.0,52.5
42.89,1973-02-23,0.0,65.0,41.0,53.0
42.88,1973-02-24,0.0,73.0,33.0,53.0
42.86,1973-02-25,0.0,77.0,41.0,59.0
42.88,1973-02-26,0.0,76.0,51.0,63.5
42.88,1973-02-27,0.0,76.0,50.0,63.0
42.87,1973-02-28,0.0,73.0,48.0,60.5
42.86,1973-03-01,0.0,75.0,39.0,57.0
42.9,1973-03-02,0.0,80.0,49.0,64.5
42.91,1973-03-03,0.0,83.0,49.0,66.0
42.92,1973-03-04,0.0,85.0,52.0,68.5
42.91,1973-03-05,0.0,85.0,55.0,70.0
42.88,1973-03-06,0.0,85.0,56.0,70.5
42.84,1973-03-07,0.0,86.0,61.0,73.5
42.79,1973-03-08,0.68,84.0,66.0,75.0
42.77,1973-03-09,0.23,78.0,64.0,71.0
42.75,1973-03-10,0.0,85.0,61.0,73.0
42.75,1973-03-11,0.0,87.0,66.0,76.5
42.74,1973-03-12,0.0,87.0,62.0,74.5
42.73,1973-03-13,0.0,87.0,64.0,75.5
42.72,1973-03-14,0.0,90.0,64.0,77.0
42.71,1973-03-15,0.0,89.0,65.0,77.0
42.74,1973-03-16,0.0,89.0,65.0,77.0
42.76,1973-03-17,0.3,86.0,56.0,71.0
42.7,1973-03-18,0.0,70.0,40.0,55.0
42.7,1973-03-19,0.0,78.0,41.0,59.5
42.71,1973-03-20,1.74,79.0,52.0,65.5
42.79,1973-03-21,0.02,78.0,56.0,67.0
42.77,1973-03-22,0.0,70.0,42.0,56.0
42.75,1973-03-23,0.0,74.0,41.0,57.5
42.76,1973-03-24,0.0,74.0,40.0,57.0
42.84,1973-03-25,1.4,72.0,58.0,65.0
42.84,1973-03-26,0.0,74.0,60.0,67.0
42.83,1973-03-27,0.0,72.0,49.0,60.5
42.82,1973-03-28,0.0,78.0,50.0,64.0
42.84,1973-03-29,0.92,77.0,62.0,69.5
42.86,1973-03-30,0.02,82.0,64.0,73.0
42.88,1973-03-31,0.0,87.0,67.0,77.0
42.92,1973-04-01,0.52,83.0,67.0,75.0
42.91,1973-04-02,0.0,85.0,50.0,67.5
42.96,1973-04-03,0.18,80.0,60.0,70.0
42.97,1973-04-04,0.49,77.0,61.0,69.0
42.92,1973-04-05,0.03,69.0,48.0,58.5
42.94,1973-04-06,0.0,73.0,51.0,62.0
43.06,1973-04-07,1.33,87.0,58.0,72.5
43.06,1973-04-08,0.02,84.0,60.0,72.0
43.07,1973-04-09,0.0,76.0,46.0,61.0
43.09,1973-04-10,0.0,72.0,50.0,61.0
43.12,1973-04-11,0.0,66.0,39.0,52.5
43.16,1973-04-12,0.0,75.0,36.0,55.5
43.17,1973-04-13,0.0,79.0,44.0,61.5
43.18,1973-04-14,0.0,83.0,47.0,65.0
43.17,1973-04-15,0.0,78.0,51.0,64.5
43.19,1973-04-16,0.0,79.0,49.0,64.0
43.23,1973-04-17,0.0,82.0,58.0,70.0
43.23,1973-04-18,0.0,84.0,55.0,69.5
43.21,1973-04-19,0.0,83.0,55.0,69.0
43.2,1973-04-20,0.0,85.0,54.0,69.5
43.16,1973-04-21,0.0,85.0,58.0,71.5
43.14,1973-04-22,0.0,86.0,52.0,69.0
43.14,1973-04-23,0.0,86.0,55.0,70.5
43.15,1973-04-24,0.0,85.0,54.0,69.5
43.15,1973-04-25,0.0,84.0,63.0,73.5
43.2,1973-04-26,0.41,85.0,67.0,76.0
43.19,1973-04-27,0.0,82.0,65.0,73.5
43.16,1973-04-28,0.0,73.0,53.0,63.0
43.14,1973-04-29,0.0,78.0,42.0,60.0
43.13,1973-04-30,0.0,83.0,45.0,64.0
43.12,1973-05-01,0.0,84.0,51.0,67.5
43.14,1973-05-02,0.0,84.0,54.0,69.0
43.15,1973-05-03,0.0,85.0,61.0,73.0
43.14,1973-05-04,0.0,84.0,69.0,76.5
43.13,1973-05-05,0.0,82.0,47.0,64.5
43.11,1973-05-06,0.0,85.0,46.0,65.5
43.1,1973-05-07,0.0,86.0,65.0,75.5
43.09,1973-05-08,0.15,87.0,66.0,76.5
43.13,1973-05-09,0.24,86.0,69.0,77.5
43.12,1973-05-10,0.0,89.0,68.0,78.5
43.11,1973-05-11,0.0,95.0,59.0,77.0
43.1,1973-05-12,0.0,95.0,59.0,77.0
43.06,1973-05-13,0.02,95.0,65.0,80.0
43.02,1973-05-14,0.05,91.0,66.0,78.5
43.01,1973-05-15,0.0,87.0,61.0,74.0
42.99,1973-05-16,0.0,86.0,55.0,70.5
42.97,1973-05-17,0.0,89.0,49.0,69.0
42.95,1973-05-18,0.0,85.0,57.0,71.0
42.94,1973-05-19,0.0,88.0,59.0,73.5
42.91,1973-05-20,0.0,87.0,59.0,73.0
42.89,1973-05-21,0.0,90.0,58.0,74.0
42.88,1973-05-22,0.0,93.0,59.0,76.0
42.84,1973-05-23,0.0,95.0,66.0,80.5
42.84,1973-05-24,0.57,91.0,65.0,78.0
42.83,1973-05-25,0.32,85.0,68.0,76.5
42.83,1973-05-26,0.0,91.0,64.0,77.5
42.84,1973-05-27,0.0,95.0,65.0,80.0
42.81,1973-05-28,0.0,95.0,74.0,84.5
42.76,1973-05-29,0.06,93.0,73.0,83.0
42.73,1973-05-30,0.07,91.0,71.0,81.0
42.77,1973-05-31,3.62,89.0,66.0,77.5
42.77,1973-06-01,0.14,92.0,66.0,79.0
42.76,1973-06-02,0.0,88.0,65.0,76.5
42.74,1973-06-03,0.03,89.0,63.0,76.0
42.74,1973-06-04,0.0,91.0,65.0,78.0
42.73,1973-06-05,0.0,94.0,67.0,80.5
42.73,1973-06-06,0.0,94.0,64.0,79.0
42.71,1973-06-07,0.0,93.0,65.0,79.0
42.71,1973-06-08,0.4,89.0,70.0,79.5
42.69,1973-06-09,0.11,91.0,69.0,80.0
42.67,1973-06-10,0.0,95.0,69.0,82.0
42.68,1973-06-11,0.0,94.0,71.0,82.5
42.68,1973-06-12,0.14,89.0,72.0,80.5
42.66,1973-06-13,0.01,93.0,70.0,81.5
42.66,1973-06-14,0.0,93.0,68.0,80.5
42.74,1973-06-15,0.0,95.0,73.0,84.0
42.68,1973-06-16,0.04,94.0,70.0,82.0
42.66,1973-06-17,0.02,91.0,73.0,82.0
42.64,1973-06-18,0.0,94.0,71.0,82.5
42.62,1973-06-19,0.3,92.0,70.0,81.0
42.58,1973-06-20,2.65,91.0,67.0,79.0
42.6,1973-06-21,1.05,92.0,68.0,80.0
42.64,1973-06-22,1.13,88.0,72.0,80.0
42.65,1973-06-23,0.31,87.0,71.0,79.0
42.67,1973-06-24,0.0,87.0,70.0,78.5
42.68,1973-06-25,0.0,85.0,69.0,77.0
42.74,1973-06-26,0.71,88.0,66.0,77.0
42.73,1973-06-27,0.0,87.0,65.0,76.0
42.71,1973-06-28,0.0,90.0,70.0,80.0
42.71,1973-06-29,0.0,90.0,72.0,81.0
42.71,1973-06-30,-99.99,94.0,70.0,82.0
42.68,1973-07-01,0.0,93.0,68.0,80.5
42.67,1973-07-02,0.0,92.0,68.0,80.0
42.66,1973-07-03,0.0,93.0,65.0,79.0
42.66,1973-07-04,0.17,94.0,69.0,81.5
42.66,1973-07-05,0.0,92.0,72.0,82.0
42.66,1973-07-06,0.0,93.0,68.0,80.5
42.64,1973-07-07,0.0,96.0,70.0,83.0
42.62,1973-07-08,0.45,94.0,70.0,82.0
42.63,1973-07-09,0.42,88.0,71.0,79.5
42.64,1973-07-10,0.01,92.0,69.0,80.5
42.64,1973-07-11,0.01,93.0,70.0,81.5
42.62,1973-07-12,0.0,91.0,72.0,81.5
42.59,1973-07-13,0.0,93.0,72.0,82.5
42.59,1973-07-14,0.22,89.0,74.0,81.5
42.59,1973-07-15,0.3,85.0,71.0,78.0
42.59,1973-07-16,0.02,91.0,70.0,80.5
42.59,1973-07-17,0.0,96.0,71.0,83.5
42.59,1973-07-18,0.4,95.0,73.0,84.0
42.6,1973-07-19,0.8,90.0,71.0,80.5
42.6,1973-07-20,0.06,92.0,69.0,80.5
42.6,1973-07-21,0.06,95.0,70.0,82.5
42.6,1973-07-22,0.06,92.0,74.0,83.0
42.6,1973-07-23,0.34,93.0,69.0,81.0
42.6,1973-07-24,0.0,93.0,72.0,82.5
42.6,1973-07-25,0.08,91.0,70.0,80.5
42.61,1973-07-26,0.13,94.0,71.0,82.5
42.61,1973-07-27,0.04,92.0,73.0,82.5
42.61,1973-07-28,0.02,90.0,73.0,81.5
42.64,1973-07-29,0.05,90.0,73.0,81.5
42.64,1973-07-30,0.0,93.0,74.0,83.5
42.64,1973-07-31,0.37,90.0,73.0,81.5
42.65,1973-08-01,0.0,88.0,74.0,81.0
42.66,1973-08-02,0.29,89.0,73.0,81.0
42.68,1973-08-03,0.08,87.0,73.0,80.0
42.76,1973-08-04,0.65,94.0,72.0,83.0
42.82,1973-08-05,0.02,93.0,70.0,81.5
42.88,1973-08-06,0.09,91.0,68.0,79.5
42.92,1973-08-07,0.12,92.0,68.0,80.0
42.99,1973-08-08,0.0,92.0,71.0,81.5
43.05,1973-08-09,0.0,92.0,66.0,79.0
43.04,1973-08-10,0.26,95.0,71.0,83.0
43.03,1973-08-11,0.18,91.0,72.0,81.5
42.99,1973-08-12,0.0,94.0,70.0,82.0
43.01,1973-08-13,0.0,94.0,69.0,81.5
43.01,1973-08-14,0.0,94.0,69.0,81.5
43.02,1973-08-15,0.88,94.0,68.0,81.0
43.02,1973-08-16,0.08,93.0,70.0,81.5
43.01,1973-08-17,0.0,92.0,69.0,80.5
43.01,1973-08-18,0.0,95.0,69.0,82.0
43.01,1973-08-19,0.11,94.0,70.0,82.0
43.0,1973-08-20,0.18,91.0,73.0,82.0
43.04,1973-08-21,0.59,94.0,67.0,80.5
43.08,1973-08-22,0.64,92.0,61.0,76.5
43.1,1973-08-23,0.0,88.0,63.0,75.5
43.13,1973-08-24,0.0,89.0,66.0,77.5
43.17,1973-08-25,0.0,94.0,69.0,81.5
43.18,1973-08-26,0.0,95.0,67.0,81.0
43.19,1973-08-27,0.22,93.0,69.0,81.0
43.21,1973-08-28,0.44,90.0,70.0,80.0
43.2,1973-08-29,0.41,86.0,71.0,78.5
43.19,1973-08-30,0.4,89.0,69.0,79.0
43.19,1973-08-31,0.37,86.0,72.0,79.0
43.19,1973-09-01,0.64,84.0,72.0,78.0
43.23,1973-09-02,0.26,86.0,70.0,78.0
43.26,1973-09-03,0.0,90.0,68.0,79.0
43.27,1973-09-04,0.0,91.0,70.0,80.5
43.27,1973-09-05,0.0,93.0,71.0,82.0
43.29,1973-09-06,0.01,93.0,71.0,82.0
43.3,1973-09-07,0.09,92.0,69.0,80.5
43.31,1973-09-08,0.0,93.0,69.0,81.0
43.31,1973-09-09,0.23,92.0,71.0,81.5
43.34,1973-09-10,0.0,90.0,71.0,80.5
43.35,1973-09-11,0.0,91.0,74.0,82.5
43.32,1973-09-12,0.0,91.0,73.0,82.0
43.28,1973-09-13,0.01,92.0,73.0,82.5
43.29,1973-09-14,0.0,92.0,74.0,83.0
43.29,1973-09-15,0.58,86.0,79.0,82.5
43.29,1973-09-16,0.0,89.0,71.0,80.0
43.28,1973-09-17,0.0,90.0,67.0,78.5
43.28,1973-09-18,0.15,91.0,66.0,78.5
43.28,1973-09-19,0.07,92.0,67.0,79.5
43.27,1973-09-20,0.02,90.0,70.0,80.0
43.24,1973-09-21,0.0,91.0,70.0,80.5
43.22,1973-09-22,0.0,90.0,67.0,78.5
43.19,1973-09-23,0.21,87.0,67.0,77.0
43.16,1973-09-24,0.05,84.0,69.0,76.5
43.16,1973-09-25,0.09,87.0,70.0,78.5
43.14,1973-09-26,0.27,92.0,72.0,82.0
43.09,1973-09-27,0.27,86.0,68.0,77.0
43.08,1973-09-28,0.0,89.0,66.0,77.5
43.09,1973-09-29,0.0,90.0,65.0,77.5
43.09,1973-09-30,0.0,91.0,70.0,80.5
43.08,1973-10-01,0.0,92.0,66.0,79.0
43.08,1973-10-02,0.0,90.0,62.0,76.0
43.07,1973-10-03,0.03,90.0,70.0,80.0
43.07,1973-10-04,0.0,90.0,68.0,79.0
43.07,1973-10-05,0.0,90.0,70.0,80.0
43.06,1973-10-06,0.05,89.0,65.0,77.0
43.03,1973-10-07,0.0,91.0,70.0,80.5
43.02,1973-10-08,0.12,88.0,68.0,78.0
43.02,1973-10-09,0.03,87.0,67.0,77.0
43.01,1973-10-10,0.0,87.0,65.0,76.0
43.01,1973-10-11,0.0,88.0,63.0,75.5
42.98,1973-10-12,0.0,86.0,66.0,76.0
42.97,1973-10-13,0.04,87.0,56.0,71.5
42.96,1973-10-14,0.0,86.0,57.0,71.5
42.96,1973-10-15,0.0,87.0,57.0,72.0
42.96,1973-10-16,0.0,89.0,57.0,73.0
42.96,1973-10-17,0.0,84.0,67.0,75.5
42.96,1973-10-18,0.0,83.0,63.0,73.0
42.94,1973-10-19,0.0,83.0,60.0,71.5
42.91,1973-10-20,0.0,84.0,63.0,73.5
42.91,1973-10-21,0.87,81.0,68.0,74.5
42.89,1973-10-22,0.0,85.0,68.0,76.5
42.88,1973-10-23,0.0,80.0,61.0,70.5
42.87,1973-10-24,0.0,82.0,58.0,70.0
42.86,1973-10-25,0.0,80.0,60.0,70.0
42.84,1973-10-26,0.0,84.0,56.0,70.0
42.81,1973-10-27,0.0,81.0,52.0,66.5
42.75,1973-10-31,0.2,81.0,43.0,62.0
42.67,1973-11-05,0.0,86.0,62.0,74.0
42.6,1973-11-10,0.0,75.0,54.0,64.5
42.53,1973-11-15,0.0,82.0,46.0,64.0
42.49,1973-11-20,0.0,85.0,56.0,70.5
42.44,1973-11-25,0.0,86.0,56.0,71.0
42.41,1973-11-30,0.0,73.0,30.0,51.5
42.37,1973-12-05,0.29,79.0,63.0,71.0
42.33,1973-12-10,0.0,62.0,32.0,47.0
42.3,1973-12-13,0.0,74.0,30.0,52.0
42.3,1973-12-14,0.1,76.0,59.0,67.5
42.22,1973-12-15,0.08,80.0,51.0,65.5
42.24,1973-12-16,0.85,70.0,48.0,59.0
42.2,1973-12-17,0.0,48.0,36.0,42.0
42.16,1973-12-18,0.0,56.0,25.0,40.5
42.17,1973-12-19,0.0,73.0,37.0,55.0
42.18,1973-12-20,0.13,73.0,47.0,60.0
42.17,1973-12-21,0.0,68.0,41.0,54.5
42.14,1973-12-22,0.0,52.0,26.0,39.0
42.17,1973-12-23,0.0,67.0,22.0,44.5
42.18,1973-12-24,0.0,75.0,36.0,55.5
42.18,1973-12-25,0.02,77.0,56.0,66.5
42.2,1973-12-26,0.44,79.0,64.0,71.5
42.17,1973-12-27,0.41,78.0,62.0,70.0
42.16,1973-12-28,0.0,68.0,50.0,59.0
42.23,1973-12-29,0.0,81.0,57.0,69.0
42.26,1973-12-30,0.0,79.0,63.0,71.0
42.26,1973-12-31,0.0,83.0,61.0,72.0
42.26,1974-01-01,0.0,81.0,59.0,70.0
42.17,1974-01-02,0.0,81.0,57.0,69.0
42.11,1974-01-03,0.02,83.0,64.0,73.5
42.09,1974-01-04,0.0,82.0,58.0,70.0
42.07,1974-01-05,0.0,81.0,56.0,68.5
42.05,1974-01-06,0.0,82.0,58.0,70.0
42.03,1974-01-07,0.0,82.0,53.0,67.5
42.01,1974-01-08,0.0,80.0,63.0,71.5
41.99,1974-01-09,0.0,84.0,56.0,70.0
41.98,1974-01-10,0.0,84.0,60.0,72.0
41.98,1974-01-11,0.0,83.0,62.0,72.5
41.96,1974-01-12,0.0,80.0,65.0,72.5
41.95,1974-01-13,0.0,74.0,50.0,62.0
41.94,1974-01-14,0.0,81.0,55.0,68.0
41.93,1974-01-15,0.0,82.0,54.0,68.0
41.92,1974-01-16,0.0,83.0,53.0,68.0
41.92,1974-01-17,0.0,81.0,53.0,67.0
41.91,1974-01-18,0.0,78.0,56.0,67.0
41.9,1974-01-19,0.0,78.0,60.0,69.0
41.89,1974-01-20,0.0,81.0,61.0,71.0
41.86,1974-01-21,0.0,82.0,64.0,73.0
41.84,1974-01-22,0.0,83.0,58.0,70.5
41.82,1974-01-23,0.0,85.0,50.0,67.5
41.8,1974-01-24,0.0,85.0,53.0,69.0
41.79,1974-01-25,0.0,85.0,55.0,70.0
41.78,1974-01-26,0.0,85.0,62.0,73.5
41.78,1974-01-27,0.0,84.0,55.0,69.5
41.78,1974-01-28,0.0,83.0,62.0,72.5
41.77,1974-01-29,0.0,81.0,63.0,72.0
41.76,1974-01-30,0.1,81.0,64.0,72.5
41.76,1974-01-31,0.0,82.0,65.0,73.5
41.75,1974-02-01,0.0,81.0,64.0,72.5
41.77,1974-02-02,0.0,85.0,62.0,73.5
41.76,1974-02-03,0.0,84.0,65.0,74.5
41.73,1974-02-04,0.0,71.0,51.0,61.0
41.68,1974-02-05,0.0,68.0,28.0,48.0
41.7,1974-02-06,0.0,81.0,47.0,64.0
41.71,1974-02-07,0.0,83.0,65.0,74.0
41.71,1974-02-08,0.04,80.0,69.0,74.5
41.66,1974-02-09,0.0,73.0,40.0,56.5
41.62,1974-02-10,0.0,60.0,26.0,43.0
41.61,1974-02-11,0.0,67.0,32.0,49.5
41.61,1974-02-12,0.0,71.0,31.0,51.0
41.6,1974-02-13,0.0,75.0,34.0,54.5
41.59,1974-02-14,0.0,80.0,42.0,61.0
41.58,1974-02-15,0.0,78.0,50.0,64.0
41.61,1974-02-16,0.0,77.0,55.0,66.0
41.58,1974-02-17,0.0,77.0,47.0,62.0
41.56,1974-02-18,0.0,76.0,29.0,52.5
41.61,1974-02-19,1.5,74.0,45.0,59.5
41.56,1974-02-20,0.02,72.0,45.0,58.5
41.52,1974-02-21,0.0,86.0,44.0,65.0
41.53,1974-02-22,0.12,83.0,63.0,73.0
41.51,1974-02-23,0.0,73.0,41.0,57.0
41.49,1974-02-24,0.0,72.0,43.0,57.5
41.49,1974-02-25,0.0,70.0,44.0,57.0
41.46,1974-02-26,0.0,52.0,28.0,40.0
41.43,1974-02-27,0.0,65.0,24.0,44.5
41.43,1974-02-28,0.0,72.0,35.0,53.5
41.44,1974-03-01,0.0,77.0,39.0,58.0
41.44,1974-03-02,0.0,78.0,42.0,60.0
41.43,1974-03-03,0.0,82.0,43.0,62.5
41.43,1974-03-04,0.0,83.0,44.0,63.5
41.41,1974-03-05,0.0,85.0,49.0,67.0
41.39,1974-03-06,0.0,85.0,51.0,68.0
41.39,1974-03-07,0.0,86.0,48.0,67.0
41.36,1974-03-08,0.0,89.0,57.0,73.0
41.35,1974-03-09,0.0,90.0,58.0,74.0
41.35,1974-03-10,0.0,90.0,57.0,73.5
41.34,1974-03-11,0.0,90.0,51.0,70.5
41.33,1974-03-12,0.0,89.0,56.0,72.5
41.34,1974-03-13,0.0,80.0,63.0,71.5
41.29,1974-03-14,0.0,74.0,47.0,60.5
41.27,1974-03-15,0.0,78.0,56.0,67.0
41.27,1974-03-16,0.01,78.0,62.0,70.0
41.26,1974-03-17,0.0,77.0,49.0,63.0
41.25,1974-03-18,0.0,77.0,36.0,56.5
41.25,1974-03-19,0.0,84.0,43.0,63.5
41.23,1974-03-20,0.0,84.0,57.0,70.5
41.23,1974-03-21,0.12,85.0,64.0,74.5
41.21,1974-03-22,0.1,80.0,59.0,69.5
41.33,1974-03-23,3.98,80.0,57.0,68.5
41.41,1974-03-24,0.42,82.0,66.0,74.0
41.48,1974-03-25,0.0,82.0,64.0,73.0
41.48,1974-03-26,0.0,79.0,59.0,69.0
41.46,1974-03-27,0.13,86.0,61.0,73.5
41.46,1974-03-28,0.0,84.0,66.0,75.0
41.49,1974-03-29,0.2,81.0,68.0,74.5
41.51,1974-03-30,0.0,83.0,68.0,75.5
41.5,1974-03-31,0.0,87.0,53.0,70.0
41.49,1974-04-01,0.0,95.0,54.0,74.5
41.49,1974-04-02,0.0,92.0,68.0,80.0
41.47,1974-04-03,0.0,92.0,64.0,78.0
41.47,1974-04-04,0.0,91.0,70.0,80.5
41.46,1974-04-05,0.1,89.0,67.0,78.0
41.41,1974-04-06,0.0,74.0,46.0,60.0
41.43,1974-04-07,0.0,77.0,35.0,56.0
41.45,1974-04-08,0.0,83.0,46.0,64.5
41.45,1974-04-09,0.0,82.0,55.0,68.5
41.41,1974-04-10,0.0,78.0,37.0,57.5
41.39,1974-04-11,0.0,80.0,46.0,63.0
41.39,1974-04-12,0.0,85.0,60.0,72.5
41.39,1974-04-13,0.0,92.0,60.0,76.0
41.39,1974-04-14,0.0,92.0,64.0,78.0
41.39,1974-04-15,0.0,91.0,67.0,79.0
41.38,1974-04-16,0.06,83.0,65.0,74.0
41.36,1974-04-17,0.04,80.0,60.0,70.0
41.35,1974-04-18,0.0,81.0,43.0,62.0
41.34,1974-04-19,0.0,85.0,43.0,64.0
41.31,1974-04-20,0.0,84.0,49.0,66.5
41.29,1974-04-21,0.0,84.0,54.0,69.0
41.31,1974-04-22,0.0,85.0,50.0,67.5
41.32,1974-04-23,0.24,84.0,56.0,70.0
41.32,1974-04-24,0.0,82.0,60.0,71.0
41.29,1974-04-25,0.0,81.0,52.0,66.5
41.26,1974-04-26,0.0,81.0,39.0,60.0
41.25,1974-04-27,0.0,84.0,46.0,65.0
41.23,1974-04-28,0.0,85.0,48.0,66.5
41.21,1974-04-29,0.0,86.0,48.0,67.0
41.21,1974-04-30,0.0,88.0,53.0,70.5
41.21,1974-05-01,0.0,88.0,53.0,70.5
41.2,1974-05-02,0.0,87.0,55.0,71.0
41.2,1974-05-03,0.0,87.0,59.0,73.0
41.2,1974-05-04,0.1,95.0,66.0,80.5
41.21,1974-05-05,0.0,94.0,61.0,77.5
41.22,1974-05-06,1.72,82.0,64.0,73.0
41.21,1974-05-07,0.0,80.0,61.0,70.5
