lev_dt,sl_lev_va,date
02/14/1971,44.41,1971-02-14
02/15/1971,44.42,1971-02-15
02/16/1971,44.42,1971-02-16
02/17/1971,44.42,1971-02-17
02/18/1971,44.43,1971-02-18
02/19/1971,44.46,1971-02-19
02/20/1971,44.48,1971-02-20
02/21/1971,44.48,1971-02-21
02/22/1971,44.51,1971-02-22
02/23/1971,44.48,1971-02-23
02/24/1971,44.41,1971-02-24
02/25/1971,44.39,1971-02-25
02/26/1971,44.38,1971-02-26
02/27/1971,44.36,1971-02-27
02/28/1971,44.33,1971-02-28
03/01/1971,44.33,1971-03-01
03/02/1971,44.33,1971-03-02
03/03/1971,44.37,1971-03-03
03/04/1971,44.28,1971-03-04
03/05/1971,44.26,1971-03-05
03/06/1971,44.28,1971-03-06
03/07/1971,44.31,1971-03-07
03/08/1971,44.24,1971-03-08
03/09/1971,44.21,1971-03-09
03/10/1971,44.22,1971-03-10
03/11/1971,44.16,1971-03-11
03/12/1971,44.16,1971-03-12
03/13/1971,44.16,1971-03-13
03/14/1971,44.14,1971-03-14
03/15/1971,44.11,1971-03-15
03/16/1971,44.11,1971-03-16
03/17/1971,44.09,1971-03-17
03/18/1971,44.04,1971-03-18
03/19/1971,44.08,1971-03-19
03/20/1971,44.07,1971-03-20
03/21/1971,44.02,1971-03-21
03/22/1971,44.04,1971-03-22
03/23/1971,44.05,1971-03-23
03/24/1971,44.01,1971-03-24
03/25/1971,44.0,1971-03-25
03/26/1971,43.97,1971-03-26
03/27/1971,43.91,1971-03-27
03/28/1971,43.92,1971-03-28
03/29/1971,43.94,1971-03-29
03/30/1971,43.93,1971-03-30
03/31/1971,43.86,1971-03-31
04/01/1971,43.82,1971-04-01
04/02/1971,43.83,1971-04-02
04/03/1971,43.82,1971-04-03
04/04/1971,43.81,1971-04-04
04/05/1971,44.01,1971-04-05
04/06/1971,44.0,1971-04-06
04/07/1971,44.01,1971-04-07
04/08/1971,44.0,1971-04-08
04/09/1971,43.99,1971-04-09
04/10/1971,44.0,1971-04-10
04/11/1971,43.99,1971-04-11
04/12/1971,43.99,1971-04-12
04/13/1971,43.96,1971-04-13
04/14/1971,43.96,1971-04-14
04/15/1971,43.95,1971-04-15
04/16/1971,43.93,1971-04-16
04/17/1971,43.92,1971-04-17
04/18/1971,43.89,1971-04-18
04/19/1971,43.87,1971-04-19
04/20/1971,43.86,1971-04-20
04/21/1971,43.86,1971-04-21
04/22/1971,43.84,1971-04-22
04/23/1971,43.88,1971-04-23
04/24/1971,43.86,1971-04-24
04/25/1971,43.79,1971-04-25
04/26/1971,43.75,1971-04-26
04/27/1971,43.75,1971-04-27
04/28/1971,43.77,1971-04-28
04/29/1971,43.76,1971-04-29
04/30/1971,43.77,1971-04-30
05/01/1971,43.77,1971-05-01
05/02/1971,43.69,1971-05-02
05/03/1971,43.68,1971-05-03
05/04/1971,43.63,1971-05-04
05/05/1971,43.62,1971-05-05
05/06/1971,43.63,1971-05-06
05/07/1971,43.63,1971-05-07
05/08/1971,43.61,1971-05-08
05/09/1971,43.59,1971-05-09
05/10/1971,43.58,1971-05-10
05/11/1971,43.56,1971-05-11
05/12/1971,43.58,1971-05-12
05/13/1971,43.58,1971-05-13
05/14/1971,43.57,1971-05-14
05/15/1971,43.55,1971-05-15
05/16/1971,43.56,1971-05-16
05/17/1971,43.56,1971-05-17
05/18/1971,43.55,1971-05-18
05/19/1971,43.55,1971-05-19
05/20/1971,43.54,1971-05-20
05/21/1971,43.55,1971-05-21
05/22/1971,43.54,1971-05-22
05/23/1971,43.51,1971-05-23
05/24/1971,43.48,1971-05-24
05/25/1971,43.46,1971-05-25
05/26/1971,43.41,1971-05-26
05/27/1971,43.37,1971-05-27
05/28/1971,43.37,1971-05-28
05/29/1971,43.36,1971-05-29
05/30/1971,43.36,1971-05-30
06/05/1971,43.29,1971-06-05
06/10/1971,43.23,1971-06-10
06/15/1971,43.17,1971-06-15
06/20/1971,43.11,1971-06-20
06/25/1971,43.04,1971-06-25
06/30/1971,42.96,1971-06-30
07/05/1971,42.91,1971-07-05
07/10/1971,42.86,1971-07-10
07/15/1971,42.79,1971-07-15
07/20/1971,42.73,1971-07-20
07/22/1971,42.74,1971-07-22
07/23/1971,42.74,1971-07-23
07/24/1971,42.74,1971-07-24
07/25/1971,42.72,1971-07-25
07/26/1971,42.71,1971-07-26
07/27/1971,42.7,1971-07-27
07/28/1971,42.76,1971-07-28
07/29/1971,42.75,1971-07-29
07/30/1971,42.73,1971-07-30
07/31/1971,42.72,1971-07-31
08/01/1971,42.72,1971-08-01
08/02/1971,42.73,1971-08-02
08/03/1971,42.71,1971-08-03
08/04/1971,42.72,1971-08-04
08/05/1971,42.73,1971-08-05
08/06/1971,42.75,1971-08-06
08/07/1971,42.75,1971-08-07
08/08/1971,42.74,1971-08-08
08/09/1971,42.76,1971-08-09
08/10/1971,42.76,1971-08-10
08/11/1971,42.78,1971-08-11
08/12/1971,42.78,1971-08-12
08/13/1971,42.78,1971-08-13
08/14/1971,42.86,1971-08-14
08/15/1971,42.82,1971-08-15
08/16/1971,42.83,1971-08-16
08/17/1971,42.83,1971-08-17
08/18/1971,42.84,1971-08-18
08/19/1971,42.84,1971-08-19
08/20/1971,42.86,1971-08-20
08/21/1971,42.88,1971-08-21
08/22/1971,42.9,1971-08-22
08/23/1971,42.91,1971-08-23
08/24/1971,42.93,1971-08-24
08/25/1971,42.92,1971-08-25
08/26/1971,42.91,1971-08-26
08/27/1971,42.91,1971-08-27
08/28/1971,42.91,1971-08-28
08/29/1971,42.9,1971-08-29
08/30/1971,42.94,1971-08-30
08/31/1971,42.99,1971-08-31
09/01/1971,43.0,1971-09-01
09/02/1971,43.01,1971-09-02
09/03/1971,43.03,1971-09-03
09/04/1971,43.02,1971-09-04
09/05/1971,43.04,1971-09-05
09/06/1971,43.04,1971-09-06
09/07/1971,43.06,1971-09-07
09/08/1971,43.07,1971-09-08
09/09/1971,43.09,1971-09-09
09/10/1971,43.13,1971-09-10
09/11/1971,43.14,1971-09-11
09/12/1971,43.15,1971-09-12
09/13/1971,43.18,1971-09-13
09/14/1971,43.18,1971-09-14
09/15/1971,43.16,1971-09-15
09/16/1971,43.16,1971-09-16
09/17/1971,43.17,1971-09-17
09/18/1971,43.19,1971-09-18
09/19/1971,43.19,1971-09-19
09/20/1971,43.2,1971-09-20
09/21/1971,43.21,1971-09-21
09/22/1971,43.21,1971-09-22
09/23/1971,43.2,1971-09-23
09/24/1971,43.21,1971-09-24
09/25/1971,43.21,1971-09-25
09/26/1971,43.23,1971-09-26
09/27/1971,43.23,1971-09-27
09/28/1971,43.24,1971-09-28
09/29/1971,43.25,1971-09-29
09/30/1971,43.25,1971-09-30
10/01/1971,43.25,1971-10-01
10/02/1971,43.24,1971-10-02
10/03/1971,43.24,1971-10-03
10/04/1971,43.24,1971-10-04
10/05/1971,43.23,1971-10-05
10/06/1971,43.24,1971-10-06
10/07/1971,43.23,1971-10-07
10/08/1971,43.2,1971-10-08
10/09/1971,43.21,1971-10-09
10/10/1971,43.28,1971-10-10
10/11/1971,43.25,1971-10-11
10/12/1971,43.23,1971-10-12
10/13/1971,43.23,1971-10-13
10/14/1971,43.24,1971-10-14
10/15/1971,43.23,1971-10-15
10/16/1971,43.22,1971-10-16
10/17/1971,43.23,1971-10-17
10/18/1971,43.25,1971-10-18
10/19/1971,43.24,1971-10-19
10/20/1971,43.24,1971-10-20
10/21/1971,43.22,1971-10-21
10/22/1971,43.23,1971-10-22
10/23/1971,43.23,1971-10-23
10/24/1971,43.22,1971-10-24
10/25/1971,43.21,1971-10-25
10/26/1971,43.21,1971-10-26
10/27/1971,43.19,1971-10-27
10/28/1971,43.17,1971-10-28
10/29/1971,43.16,1971-10-29
10/30/1971,43.16,1971-10-30
10/31/1971,43.16,1971-10-31
11/01/1971,43.16,1971-11-01
11/02/1971,43.14,1971-11-02
11/03/1971,43.16,1971-11-03
11/04/1971,43.16,1971-11-04
11/05/1971,43.12,1971-11-05
11/06/1971,43.11,1971-11-06
11/07/1971,43.11,1971-11-07
11/08/1971,43.11,1971-11-08
11/09/1971,43.09,1971-11-09
11/10/1971,43.11,1971-11-10
11/11/1971,43.08,1971-11-11
11/12/1971,43.06,1971-11-12
11/13/1971,43.06,1971-11-13
11/14/1971,43.04,1971-11-14
11/15/1971,43.04,1971-11-15
11/16/1971,43.03,1971-11-16
11/17/1971,43.02,1971-11-17
11/18/1971,43.01,1971-11-18
11/19/1971,43.0,1971-11-19
11/20/1971,43.02,1971-11-20
11/21/1971,43.01,1971-11-21
11/22/1971,42.96,1971-11-22
11/23/1971,42.94,1971-11-23
11/24/1971,42.95,1971-11-24
11/25/1971,42.92,1971-11-25
11/26/1971,42.91,1971-11-26
11/27/1971,42.92,1971-11-27
11/28/1971,42.92,1971-11-28
11/29/1971,42.96,1971-11-29
11/30/1971,42.9,1971-11-30
12/01/1971,42.84,1971-12-01
12/02/1971,42.86,1971-12-02
12/03/1971,42.96,1971-12-03
12/04/1971,42.89,1971-12-04
12/05/1971,42.87,1971-12-05
12/06/1971,42.88,1971-12-06
12/07/1971,42.87,1971-12-07
12/08/1971,42.86,1971-12-08
12/09/1971,42.84,1971-12-09
12/10/1971,42.86,1971-12-10
12/11/1971,42.85,1971-12-11
12/12/1971,42.86,1971-12-12
12/13/1971,42.87,1971-12-13
12/14/1971,42.88,1971-12-14
12/15/1971,42.88,1971-12-15
12/16/1971,42.85,1971-12-16
12/17/1971,42.87,1971-12-17
12/18/1971,42.83,1971-12-18
12/19/1971,42.83,1971-12-19
12/20/1971,42.84,1971-12-20
12/21/1971,42.82,1971-12-21
12/22/1971,42.81,1971-12-22
12/23/1971,42.79,1971-12-23
12/24/1971,42.79,1971-12-24
12/25/1971,42.79,1971-12-25
12/26/1971,42.79,1971-12-26
12/27/1971,42.78,1971-12-27
12/28/1971,42.78,1971-12-28
12/29/1971,42.76,1971-12-29
12/30/1971,42.74,1971-12-30
12/31/1971,42.72,1971-12-31
01/01/1972,42.69,1972-01-01
01/02/1972,42.69,1972-01-02
01/03/1972,42.67,1972-01-03
01/04/1972,42.65,1972-01-04
01/05/1972,42.64,1972-01-05
01/06/1972,42.63,1972-01-06
01/07/1972,42.59,1972-01-07
01/08/1972,42.58,1972-01-08
01/09/1972,42.6,1972-01-09
01/10/1972,42.59,1972-01-10
01/11/1972,42.58,1972-01-11
01/12/1972,42.56,1972-01-12
01/13/1972,42.56,1972-01-13
01/14/1972,42.52,1972-01-14
01/15/1972,42.57,1972-01-15
01/16/1972,42.49,1972-01-16
01/17/1972,42.51,1972-01-17
01/18/1972,42.53,1972-01-18
01/19/1972,42.53,1972-01-19
01/20/1972,42.53,1972-01-20
01/21/1972,42.53,1972-01-21
01/22/1972,42.54,1972-01-22
01/23/1972,42.54,1972-01-23
01/24/1972,42.52,1972-01-24
01/25/1972,42.48,1972-01-25
01/26/1972,42.49,1972-01-26
01/27/1972,42.51,1972-01-27
01/28/1972,42.5,1972-01-28
01/29/1972,42.5,1972-01-29
01/30/1972,42.51,1972-01-30
01/31/1972,42.52,1972-01-31
02/01/1972,42.55,1972-02-01
02/02/1972,42.54,1972-02-02
02/03/1972,42.52,1972-02-03
02/04/1972,42.45,1972-02-04
02/05/1972,42.44,1972-02-05
02/06/1972,42.51,1972-02-06
02/07/1972,42.54,1972-02-07
02/08/1972,42.51,1972-02-08
02/09/1972,42.5,1972-02-09
02/10/1972,42.49,1972-02-10
02/11/1972,42.5,1972-02-11
02/12/1972,42.55,1972-02-12
02/13/1972,42.55,1972-02-13
02/14/1972,42.5,1972-02-14
02/15/1972,42.52,1972-02-15
02/16/1972,42.57,1972-02-16
02/17/1972,42.56,1972-02-17
02/18/1972,42.61,1972-02-18
02/19/1972,42.61,1972-02-19
02/20/1972,42.59,1972-02-20
02/21/1972,42.61,1972-02-21
02/22/1972,42.64,1972-02-22
02/23/1972,42.66,1972-02-23
02/24/1972,42.71,1972-02-24
02/25/1972,42.68,1972-02-25
02/26/1972,42.67,1972-02-26
02/27/1972,42.64,1972-02-27
02/28/1972,42.64,1972-02-28
02/29/1972,42.66,1972-02-29
03/01/1972,42.65,1972-03-01
03/02/1972,42.67,1972-03-02
03/03/1972,42.67,1972-03-03
03/04/1972,42.64,1972-03-04
03/05/1972,42.64,1972-03-05
03/06/1972,42.58,1972-03-06
03/07/1972,42.6,1972-03-07
03/08/1972,42.61,1972-03-08
03/09/1972,42.6,1972-03-09
03/10/1972,42.58,1972-03-10
03/11/1972,42.58,1972-03-11
03/12/1972,42.6,1972-03-12
03/13/1972,42.62,1972-03-13
03/14/1972,42.63,1972-03-14
03/15/1972,42.63,1972-03-15
03/16/1972,42.64,1972-03-16
03/17/1972,42.64,1972-03-17
03/18/1972,42.6,1972-03-18
03/19/1972,42.57,1972-03-19
03/20/1972,42.56,1972-03-20
03/21/1972,42.54,1972-03-21
03/22/1972,42.58,1972-03-22
03/23/1972,42.57,1972-03-23
03/24/1972,42.55,1972-03-24
03/25/1972,42.56,1972-03-25
03/26/1972,42.51,1972-03-26
03/27/1972,42.53,1972-03-27
03/28/1972,42.55,1972-03-28
03/29/1972,42.52,1972-03-29
03/30/1972,42.54,1972-03-30
03/31/1972,42.62,1972-03-31
04/01/1972,42.74,1972-04-01
04/02/1972,42.83,1972-04-02
04/03/1972,42.89,1972-04-03
04/04/1972,42.95,1972-04-04
04/05/1972,43.0,1972-04-05
04/06/1972,43.04,1972-04-06
04/07/1972,43.09,1972-04-07
04/08/1972,43.12,1972-04-08
04/09/1972,43.11,1972-04-09
04/10/1972,43.15,1972-04-10
04/11/1972,43.2,1972-04-11
04/12/1972,43.26,1972-04-12
04/13/1972,43.29,1972-04-13
04/14/1972,43.31,1972-04-14
04/15/1972,43.32,1972-04-15
04/16/1972,43.36,1972-04-16
04/17/1972,43.36,1972-04-17
04/18/1972,43.36,1972-04-18
04/19/1972,43.34,1972-04-19
04/20/1972,43.26,1972-04-20
04/21/1972,43.2,1972-04-21
04/22/1972,43.14,1972-04-22
04/23/1972,43.09,1972-04-23
04/24/1972,43.12,1972-04-24
04/25/1972,43.11,1972-04-25
04/26/1972,43.06,1972-04-26
04/27/1972,43.02,1972-04-27
04/28/1972,43.03,1972-04-28
04/29/1972,43.02,1972-04-29
04/30/1972,43.01,1972-04-30
05/01/1972,43.02,1972-05-01
05/02/1972,43.03,1972-05-02
05/03/1972,43.03,1972-05-03
05/04/1972,43.01,1972-05-04
05/05/1972,42.96,1972-05-05
05/06/1972,42.93,1972-05-06
05/07/1972,42.94,1972-05-07
05/08/1972,42.97,1972-05-08
05/09/1972,42.96,1972-05-09
05/10/1972,42.93,1972-05-10
05/11/1972,42.89,1972-05-11
05/12/1972,42.88,1972-05-12
05/13/1972,42.9,1972-05-13
05/14/1972,42.94,1972-05-14
05/15/1972,42.93,1972-05-15
05/16/1972,42.91,1972-05-16
05/17/1972,42.91,1972-05-17
05/18/1972,42.91,1972-05-18
05/19/1972,42.89,1972-05-19
05/20/1972,42.88,1972-05-20
05/21/1972,42.86,1972-05-21
05/22/1972,42.86,1972-05-22
05/23/1972,42.84,1972-05-23
05/24/1972,42.82,1972-05-24
05/25/1972,42.79,1972-05-25
05/26/1972,42.78,1972-05-26
05/27/1972,42.76,1972-05-27
05/28/1972,42.77,1972-05-28
05/29/1972,42.77,1972-05-29
05/30/1972,42.77,1972-05-30
05/31/1972,42.77,1972-05-31
06/01/1972,42.75,1972-06-01
06/02/1972,42.73,1972-06-02
06/03/1972,42.71,1972-06-03
06/04/1972,42.69,1972-06-04
06/05/1972,42.69,1972-06-05
06/06/1972,42.68,1972-06-06
06/07/1972,42.68,1972-06-07
06/08/1972,42.66,1972-06-08
06/09/1972,42.65,1972-06-09
06/10/1972,42.64,1972-06-10
06/11/1972,42.63,1972-06-11
06/12/1972,42.6,1972-06-12
06/13/1972,42.59,1972-06-13
06/14/1972,42.59,1972-06-14
06/15/1972,42.58,1972-06-15
06/16/1972,42.58,1972-06-16
06/17/1972,42.58,1972-06-17
06/18/1972,42.59,1972-06-18
06/19/1972,42.67,1972-06-19
06/20/1972,42.79,1972-06-20
06/21/1972,42.83,1972-06-21
06/22/1972,42.86,1972-06-22
06/23/1972,42.9,1972-06-23
06/24/1972,42.98,1972-06-24
06/25/1972,43.03,1972-06-25
06/26/1972,43.05,1972-06-26
06/27/1972,43.04,1972-06-27
06/28/1972,43.01,1972-06-28
06/29/1972,43.01,1972-06-29
06/30/1972,42.93,1972-06-30
07/01/1972,42.87,1972-07-01
07/02/1972,42.83,1972-07-02
07/03/1972,42.8,1972-07-03
07/04/1972,42.77,1972-07-04
07/05/1972,42.79,1972-07-05
07/06/1972,42.78,1972-07-06
07/07/1972,42.77,1972-07-07
07/08/1972,42.75,1972-07-08
07/09/1972,42.74,1972-07-09
07/10/1972,42.74,1972-07-10
07/11/1972,42.74,1972-07-11
07/12/1972,42.72,1972-07-12
07/13/1972,42.71,1972-07-13
07/14/1972,42.7,1972-07-14
07/15/1972,42.68,1972-07-15
07/16/1972,42.66,1972-07-16
07/17/1972,42.69,1972-07-17
07/18/1972,42.69,1972-07-18
07/19/1972,42.67,1972-07-19
07/20/1972,42.66,1972-07-20
07/21/1972,42.66,1972-07-21
07/22/1972,42.66,1972-07-22
07/23/1972,42.66,1972-07-23
07/24/1972,42.65,1972-07-24
07/25/1972,42.64,1972-07-25
07/26/1972,42.65,1972-07-26
07/27/1972,42.63,1972-07-27
07/28/1972,42.62,1972-07-28
07/29/1972,42.62,1972-07-29
07/30/1972,42.63,1972-07-30
07/31/1972,42.62,1972-07-31
08/01/1972,42.64,1972-08-01
08/02/1972,42.64,1972-08-02
08/03/1972,42.64,1972-08-03
08/04/1972,42.64,1972-08-04
08/05/1972,42.63,1972-08-05
08/06/1972,42.62,1972-08-06
08/07/1972,42.62,1972-08-07
08/08/1972,42.61,1972-08-08
08/09/1972,42.58,1972-08-09
08/10/1972,42.57,1972-08-10
08/11/1972,42.57,1972-08-11
08/12/1972,42.56,1972-08-12
08/13/1972,42.56,1972-08-13
08/14/1972,42.56,1972-08-14
08/15/1972,42.55,1972-08-15
08/16/1972,42.53,1972-08-16
08/17/1972,42.51,1972-08-17
08/18/1972,42.51,1972-08-18
08/19/1972,42.5,1972-08-19
08/20/1972,42.51,1972-08-20
08/21/1972,42.54,1972-08-21
08/22/1972,42.54,1972-08-22
08/23/1972,42.54,1972-08-23
08/24/1972,42.52,1972-08-24
08/25/1972,42.52,1972-08-25
08/26/1972,42.55,1972-08-26
08/27/1972,42.55,1972-08-27
08/28/1972,42.55,1972-08-28
08/29/1972,42.56,1972-08-29
08/30/1972,42.56,1972-08-30
08/31/1972,42.56,1972-08-31
09/01/1972,42.56,1972-09-01
09/02/1972,42.56,1972-09-02
09/03/1972,42.56,1972-09-03
09/04/1972,42.58,1972-09-04
09/05/1972,42.59,1972-09-05
09/06/1972,42.59,1972-09-06
09/07/1972,42.56,1972-09-07
09/08/1972,42.56,1972-09-08
09/09/1972,42.58,1972-09-09
09/10/1972,42.58,1972-09-10
09/11/1972,42.56,1972-09-11
09/12/1972,42.57,1972-09-12
09/13/1972,42.57,1972-09-13
09/14/1972,42.58,1972-09-14
09/15/1972,42.59,1972-09-15
09/16/1972,42.59,1972-09-16
09/17/1972,42.59,1972-09-17
09/18/1972,42.56,1972-09-18
09/19/1972,42.55,1972-09-19
09/20/1972,42.54,1972-09-20
09/21/1972,42.53,1972-09-21
09/22/1972,42.51,1972-09-22
09/23/1972,42.51,1972-09-23
09/24/1972,42.5,1972-09-24
09/25/1972,42.5,1972-09-25
09/26/1972,42.51,1972-09-26
09/27/1972,42.51,1972-09-27
09/28/1972,42.51,1972-09-28
09/29/1972,42.51,1972-09-29
09/30/1972,42.55,1972-09-30
10/01/1972,42.55,1972-10-01
10/02/1972,42.5,1972-10-02
10/03/1972,42.47,1972-10-03
10/04/1972,42.47,1972-10-04
10/05/1972,42.49,1972-10-05
10/06/1972,42.51,1972-10-06
10/07/1972,42.49,1972-10-07
10/08/1972,42.45,1972-10-08
10/09/1972,42.41,1972-10-09
10/10/1972,42.38,1972-10-10
10/11/1972,42.36,1972-10-11
10/12/1972,42.41,1972-10-12
10/13/1972,42.41,1972-10-13
10/14/1972,42.41,1972-10-14
10/15/1972,42.39,1972-10-15
10/16/1972,42.38,1972-10-16
10/17/1972,42.37,1972-10-17
10/18/1972,42.35,1972-10-18
10/19/1972,42.34,1972-10-19
10/20/1972,42.32,1972-10-20
10/21/1972,42.31,1972-10-21
10/22/1972,42.31,1972-10-22
10/23/1972,42.31,1972-10-23
10/24/1972,42.3,1972-10-24
10/25/1972,42.29,1972-10-25
10/26/1972,42.28,1972-10-26
10/27/1972,42.26,1972-10-27
10/28/1972,42.25,1972-10-28
10/29/1972,42.24,1972-10-29
10/30/1972,42.22,1972-10-30
10/31/1972,42.19,1972-10-31
11/01/1972,42.19,1972-11-01
11/02/1972,42.19,1972-11-02
11/03/1972,42.19,1972-11-03
11/04/1972,42.18,1972-11-04
11/05/1972,42.16,1972-11-05
11/06/1972,42.17,1972-11-06
11/07/1972,42.19,1972-11-07
11/08/1972,42.19,1972-11-08
11/09/1972,42.15,1972-11-09
11/10/1972,42.13,1972-11-10
11/11/1972,42.13,1972-11-11
11/12/1972,42.11,1972-11-12
11/13/1972,42.11,1972-11-13
11/14/1972,42.15,1972-11-14
11/15/1972,42.13,1972-11-15
11/16/1972,42.1,1972-11-16
11/17/1972,42.08,1972-11-17
11/18/1972,42.06,1972-11-18
11/19/1972,42.1,1972-11-19
11/20/1972,42.08,1972-11-20
11/21/1972,42.04,1972-11-21
11/22/1972,42.03,1972-11-22
11/23/1972,42.01,1972-11-23
11/24/1972,42.01,1972-11-24
11/25/1972,42.14,1972-11-25
11/26/1972,42.13,1972-11-26
11/27/1972,42.05,1972-11-27
11/28/1972,42.03,1972-11-28
11/29/1972,42.06,1972-11-29
11/30/1972,42.11,1972-11-30
12/01/1972,42.06,1972-12-01
12/02/1972,42.04,1972-12-02
12/03/1972,42.05,1972-12-03
12/04/1972,42.06,1972-12-04
12/05/1972,42.06,1972-12-05
12/06/1972,42.05,1972-12-06
12/07/1972,42.02,1972-12-07
12/08/1972,42.02,1972-12-08
12/09/1972,42.01,1972-12-09
12/10/1972,42.01,1972-12-10
12/11/1972,42.01,1972-12-11
12/12/1972,42.01,1972-12-12
12/13/1972,42.01,1972-12-13
12/14/1972,42.01,1972-12-14
12/15/1972,42.03,1972-12-15
12/16/1972,41.99,1972-12-16
12/17/1972,41.92,1972-12-17
12/18/1972,41.95,1972-12-18
12/19/1972,41.98,1972-12-19
12/20/1972,42.0,1972-12-20
12/21/1972,42.14,1972-12-21
12/22/1972,42.14,1972-12-22
12/23/1972,42.13,1972-12-23
12/24/1972,42.14,1972-12-24
12/25/1972,42.15,1972-12-25
12/26/1972,42.17,1972-12-26
12/27/1972,42.16,1972-12-27
12/28/1972,42.15,1972-12-28
12/29/1972,42.16,1972-12-29
12/30/1972,42.18,1972-12-30
12/31/1972,42.19,1972-12-31
01/01/1973,42.19,1973-01-01
01/02/1973,42.18,1973-01-02
01/03/1973,42.19,1973-01-03
01/04/1973,42.18,1973-01-04
01/05/1973,42.2,1973-01-05
01/06/1973,42.19,1973-01-06
01/07/1973,42.19,1973-01-07
01/08/1973,42.21,1973-01-08
01/09/1973,42.17,1973-01-09
01/10/1973,42.21,1973-01-10
01/11/1973,42.25,1973-01-11
01/12/1973,42.26,1973-01-12
01/13/1973,42.22,1973-01-13
01/14/1973,42.24,1973-01-14
01/15/1973,42.26,1973-01-15
01/16/1973,42.21,1973-01-16
01/17/1973,42.24,1973-01-17
01/18/1973,42.26,1973-01-18
01/19/1973,42.28,1973-01-19
01/20/1973,42.24,1973-01-20
01/21/1973,42.25,1973-01-21
01/22/1973,42.26,1973-01-22
01/23/1973,42.38,1973-01-23
01/24/1973,42.43,1973-01-24
01/25/1973,42.43,1973-01-25
01/26/1973,42.42,1973-01-26
01/27/1973,42.4,1973-01-27
01/28/1973,42.41,1973-01-28
01/29/1973,42.38,1973-01-29
01/30/1973,42.55,1973-01-30
01/31/1973,42.68,1973-01-31
02/01/1973,42.76,1973-02-01
02/02/1973,42.82,1973-02-02
02/03/1973,42.82,1973-02-03
02/04/1973,42.81,1973-02-04
02/05/1973,42.82,1973-02-05
02/06/1973,42.82,1973-02-06
02/07/1973,42.84,1973-02-07
02/08/1973,42.86,1973-02-08
02/09/1973,42.94,1973-02-09
02/10/1973,42.96,1973-02-10
02/11/1973,42.84,1973-02-11
02/12/1973,42.85,1973-02-12
02/13/1973,42.87,1973-02-13
02/14/1973,42.91,1973-02-14
02/15/1973,42.91,1973-02-15
02/16/1973,42.88,1973-02-16
02/17/1973,42.86,1973-02-17
02/18/1973,42.88,1973-02-18
02/19/1973,42.87,1973-02-19
02/20/1973,42.87,1973-02-20
02/21/1973,42.87,1973-02-21
02/22/1973,42.89,1973-02-22
02/23/1973,42.89,1973-02-23
02/24/1973,42.88,1973-02-24
02/25/1973,42.86,1973-02-25
02/26/1973,42.88,1973-02-26
02/27/1973,42.88,1973-02-27
02/28/1973,42.87,1973-02-28
03/01/1973,42.86,1973-03-01
03/02/1973,42.9,1973-03-02
03/03/1973,42.91,1973-03-03
03/04/1973,42.92,1973-03-04
03/05/1973,42.91,1973-03-05
03/06/1973,42.88,1973-03-06
03/07/1973,42.84,1973-03-07
03/08/1973,42.79,1973-03-08
03/09/1973,42.77,1973-03-09
03/10/1973,42.75,1973-03-10
03/11/1973,42.75,1973-03-11
03/12/1973,42.74,1973-03-12
03/13/1973,42.73,1973-03-13
03/14/1973,42.72,1973-03-14
03/15/1973,42.71,1973-03-15
03/16/1973,42.74,1973-03-16
03/17/1973,42.76,1973-03-17
03/18/1973,42.7,1973-03-18
03/19/1973,42.7,1973-03-19
03/20/1973,42.71,1973-03-20
03/21/1973,42.79,1973-03-21
03/22/1973,42.77,1973-03-22
03/23/1973,42.75,1973-03-23
03/24/1973,42.76,1973-03-24
03/25/1973,42.84,1973-03-25
03/26/1973,42.84,1973-03-26
03/27/1973,42.83,1973-03-27
03/28/1973,42.82,1973-03-28
03/29/1973,42.84,1973-03-29
03/30/1973,42.86,1973-03-30
03/31/1973,42.88,1973-03-31
04/01/1973,42.92,1973-04-01
04/02/1973,42.91,1973-04-02
04/03/1973,42.96,1973-04-03
04/04/1973,42.97,1973-04-04
04/05/1973,42.92,1973-04-05
04/06/1973,42.94,1973-04-06
04/07/1973,43.06,1973-04-07
04/08/1973,43.06,1973-04-08
04/09/1973,43.07,1973-04-09
04/10/1973,43.09,1973-04-10
04/11/1973,43.12,1973-04-11
04/12/1973,43.16,1973-04-12
04/13/1973,43.17,1973-04-13
04/14/1973,43.18,1973-04-14
04/15/1973,43.17,1973-04-15
04/16/1973,43.19,1973-04-16
04/17/1973,43.23,1973-04-17
04/18/1973,43.23,1973-04-18
04/19/1973,43.21,1973-04-19
04/20/1973,43.2,1973-04-20
04/21/1973,43.16,1973-04-21
04/22/1973,43.14,1973-04-22
04/23/1973,43.14,1973-04-23
04/24/1973,43.15,1973-04-24
04/25/1973,43.15,1973-04-25
04/26/1973,43.2,1973-04-26
04/27/1973,43.19,1973-04-27
04/28/1973,43.16,1973-04-28
04/29/1973,43.14,1973-04-29
04/30/1973,43.13,1973-04-30
05/01/1973,43.12,1973-05-01
05/02/1973,43.14,1973-05-02
05/03/1973,43.15,1973-05-03
05/04/1973,43.14,1973-05-04
05/05/1973,43.13,1973-05-05
05/06/1973,43.11,1973-05-06
05/07/1973,43.1,1973-05-07
05/08/1973,43.09,1973-05-08
05/09/1973,43.13,1973-05-09
05/10/1973,43.12,1973-05-10
05/11/1973,43.11,1973-05-11
