clean_text$retweets$favorites$sento_anal
World EV Sales Up  In November Tesla Model S And Nissan LEAF Battle For Title In December $0.0$0.0$0.5645439624786377
Wednesday November  WHAT  SYNOPSIS Invited by therealjacquielee to a… $0.0$0.0$0.5969865322113037
Wednesday November  WHAT  SYNOPSIS Invited by therealjacquielee to a… $0.0$0.0$0.5969865322113037
Tesla Model S Model S Tesla Model S WITH Autopilot and Autopark K miles FULL WARRANTY  elsmodels2015teslamodels60withautopilotandautopark25kmilesfullwarranty …$0.0$0.0$0.43507128953933716
My son beat me to owning a first $0.0$1.0$0.2797987461090088
German Environment Minister buys a Tesla Model S  takes a swipe at domestic automakers in the …  manenvironmentministerteslamodels … via$0.0$0.0$0.3801603317260742
Tesla Model S P85 Tesla Model S P85 Extended Warranty – Nearly Every Option – Excellent Condition  elsp85teslamodelsp85extendedwarrantynearlyeveryoptionexcellentcondition …$0.0$0.0$0.5048514008522034
Tesla Model S TESLA MODEL S TECH HTD SEATS NAV REAR CAM K Texas Direct Auto  1925501ff32toolid10039campid5337869416customidtwitterandbloggeritem401250011278vectorid229466lgeo1 …$0.0$0.0$0.4775913953781128
Here Is How Nissan LEAF Can Rescue A Stranded Tesla Model S $0.0$0.0$0.4012611210346222
How many people can be stuffed into a Model S  $0.0$0.0$0.24119049310684204
The Lazy Way to Grab a Tesla Model S  RT$0.0$0.0$0.6755127310752869
What can we forecast for in  Read here   tsla$2.0$6.0$0.5390799045562744
World EV Sales Up  In November Tesla Model S And Nissan LEAF Battle For First In December $0.0$0.0$0.5645439624786377
World EV Sales Up  In November Tesla Model S And Nissan LEAF Battle For First In December  up39innovemberteslamodelsandnissanleafbattleforfirstindecember …$7.0$9.0$0.5185474157333374
Elon Musk How Im Guaranteeing Tesla Model S Car businessadvice $0.0$0.0$0.6147228479385376
The one for leaving you dazed and confused after a drive Model S P90D set in Ludicrous Mode$0.0$0.0$0.5208220481872559
Tesla Model S finished up after a Standard Kit installation of PremiumShield Never Scratch paint protection film $0.0$0.0$0.4537268280982971
as a first time driver is this tesla model s p100d good for first timers$0.0$0.0$0.3039731979370117
Tesla Model S news roundup Everything you need to know about the world’s best EV $0.0$0.0$0.7668508291244507
