clean_text$retweets$favorites$sento_anal
Nissan GTR takes on a Tesla Model S in a number of tests $0.0$0.0$0.6075509190559387
Tesla Model S Tesla Model S  ″ ACE WHEELS GREATLY OPTIONED  els2014teslamodels8522acewheelsgreatlyoptioned2 …$0.0$1.0$0.4904983341693878
The Tesla is a SelfieMobile  $0.0$0.0$0.37154823541641235
Tesla Model S TESLA MODEL S TECH HTD LEATHER NAV REAR CAM K Texas Direct  els2013teslamodels60techhtdleathernavrearcam37kp23409texasdirect5 …$0.0$0.0$0.48111188411712646
Tesla Model S TESLA MODEL S TECH HTD LEATHER NAV REAR CAM K Texas Direct  els2013teslamodels60techhtdleathernavrearcam37kp23409texasdirect5 …$0.0$0.0$0.48111188411712646
Tesla Model S TESLA MODEL S TECH HTD LEATHER NAV REAR CAM K Texas Direct  els2013teslamodels60techhtdleathernavrearcam37kp23409texasdirect5 …$0.0$0.0$0.48111188411712646
Tesla Model S Electric GT Race Car  Details Specs  Digital Trends  elselectricgtchampionshipracecar …$0.0$1.0$0.520516574382782
yeah Tesla model S  newest model but waiting for a software update to get self driving$0.0$0.0$-0.05921212211251259
Tesla Model S Brabus$0.0$1.0$0.4781857430934906
Steve Wozniack Apple Computers picks up his Chevy Bolt EV to go with his Tesla Model S  $0.0$1.0$0.41533535718917847
Im on Mars Lol  f5VASSyvgDyXH5cbmRlXex7ZU0 …$0.0$0.0$0.5548211336135864
Just in We have recently added a Tesla Model S to our inventory Check it out  $0.0$0.0$0.43083029985427856
Tesla Model S TESLA MODEL S TECH HTD LEATHER NAV REAR CAM K MI Texas Direct  els2013teslamodelstechhtdleathernavrearcam18kmip11176texasdirect5 …$0.0$0.0$0.47149306535720825
Tesla Model S 2013  TESLA MODEL S TECH HTD LEATHER NAV REAR CAM K MI at$0.0$0.0$0.4557194113731384
gigaom How interested are you in buying a Tesla Model S   howinterestedareyouinbuyingateslamodels …$0.0$0.0$0.685950517654419
gigaom Reader preference Tesla Model S vs other luxury vehicles  readerpreferenceteslamodelsvsotherluxuryvehicles …$0.0$0.0$0.5308020710945129
How interested are you in buying a Tesla Model S   howinterestedareyouinbuyingateslamodels …$0.0$0.0$0.685950517654419
What would it take for you to buy a Tesla Model S   whatwouldittakeforyoutobuyateslamodels …$0.0$0.0$0.6675075888633728
Reader preference Tesla Model S vs other luxury vehicles  readerpreferenceteslamodelsvsotherluxuryvehicles …$0.0$0.0$0.5308020710945129
How interested are you in buying a Tesla Model S   howinterestedareyouinbuyingateslamodels …$0.0$0.0$0.685950517654419
What would it take for you to buy a Tesla Model S   whatwouldittakeforyoutobuyateslamodels …$0.0$0.0$0.6675075888633728
Tesla Model S predict an accident even before it happens See the video  j08 …$0.0$0.0$0.406804621219635
German Environment Minister buys a Tesla Model S  takes a swipe at domestic automakers in the …  manenvironmentministerteslamodels … via$0.0$0.0$0.3801603317260742
Some good deals are coming in the next year  delectriccarmarketteslasoldwholesalefiat500e …$2.0$16.0$0.35358163714408875
Just in We have recently added a Tesla Model S to our inventory Check it out  $0.0$0.0$0.43083029985427856
Just in We have recently added a Tesla Model S to our inventory Check it out  $0.0$0.0$0.43083029985427856
Finally seen one and complete with a douche plate … $0.0$0.0$0.5056053400039673
I liked a video  How the Tesla Model S is Made  Tesla Motors Part WIRED$0.0$0.0$0.4681209921836853
German Environment Minister buys a Tesla Model S  takes a swipe at domestic automakers in the …  manenvironmentministerteslamodels … via$0.0$1.0$0.3801603317260742
Tesla Model S P90D Ludicrous Mode AWD Autopilot P90D AWD with Ludicrous Upgrade  elsp90dludicrousmodeawdautopilot2016p90dawdwithludicrousupgrade2 …$0.0$0.0$0.4819357395172119
Tesla Model S P90D Ludicrous Mode AWD Autopilot P90D AWD with Ludicrous Upgrade  elsp90dludicrousmodeawdautopilot2016p90dawdwithludicrousupgrade2 …$0.0$0.0$0.4819357395172119
German Environment Minister buys a Tesla Model S  takes a swipe at domestic automakers in the process  manenvironmentministerteslamodelsutmcampaigncrowdfireutmcontentcrowdfireutmmediumcialutmsourcetwitter …$0.0$1.0$0.44922834634780884
Model S roundup Everything you need to know about the world’s best EV $0.0$1.0$0.7694366574287415
CNET On Cars  Tesla Model S  Still the best car in the world  Ep   toncarsteslamodelsstillthebestcarintheworldep46 …$0.0$0.0$0.3495442867279053
German Environment Minister buys a Tesla Model S  takes a swipe at domestic automakers in the process $0.0$0.0$0.49406710267066956
Hi  I love my Model S but please can we have WAZE as navigation system$0.0$1.0$0.30309945344924927
People Stuffed Inside a Tesla Model S Is a Cringy Record Attempt   via  newsgooglecom $0.0$0.0$0.3553204834461212
TESLA MODEL S D  TEST English Subtitled $0.0$0.0$0.48335951566696167
